指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/about/statistics_and_research,,,,
出典,公立：東京都教育委員会、私立：東京都生活文化局,,,私立,https://www.seikatubunka.metro.tokyo.lg.jp/shigaku/,,,,
年次,2025/2取得,,,国立（高等学校のみ）,https://www.minkou.jp/hischool/search/pref=tokyo/c=2/,,,,
URL,右記参照,,,,,,,,
備考,（2019年度：498件、2020年度：733件、2021年度：716件、2022年度：711件、2023年度：716件、2024年度：723件）,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,国公私,カテゴリ,データ年次
新宿区,原町３丁目,-,東京都新宿区原町３-８７,35.698916,139.723399,成城高等学校,私立,高校,2024年2月取得
新宿区,富久町,-,東京都新宿区富久町７-３０,35.691812,139.716708,成女高等学校,私立,高校,2024年2月取得
新宿区,大久保３丁目,-,東京都新宿区大久保３-６-２,35.706254,139.703327,保善高等学校,私立,高校,2024年2月取得
新宿区,中落合４丁目,-,東京都新宿区中落合４-３１-１,35.717648,139.680065,目白研心高等学校,私立,高校,2024年2月取得
新宿区,馬場下町,-,東京都新宿区馬場下町６２,35.706300,139.719726,早稲田高等学校,私立,高校,2024年2月取得
江東区,東雲２丁目,-,東京都江東区東雲２-１６-１,35.641174,139.797694,かえつ有明高等学校,私立,高校,2024年2月取得
江東区,亀戸７丁目,-,東京都江東区亀戸７-６５-１２,35.695832,139.840173,中央学院大学中央高等学校,私立,高校,2024年2月取得
江東区,清澄２丁目,-,東京都江東区清澄２-３-１５,35.681351,139.796604,中村高等学校,私立,高校,2024年2月取得
江東区,豊洲６丁目,-,東京都江東区豊洲６-２-７,35.649274,139.791857,芝浦工業大学附属高等学校,私立,高校,2024年2月取得
品川区,西大井１丁目,-,東京都品川区西大井１-６-１３,35.602118,139.726206,品川翔英高等学校,私立,高校,2024年2月取得
品川区,西五反田５丁目,-,東京都品川区西五反田５-１４-２,35.624534,139.713192,攻玉社高等学校,私立,高校,2024年2月取得
品川区,旗の台６丁目,-,東京都品川区旗の台６-２２-２１,35.606915,139.701779,香蘭女学校高等科,私立,高校,2024年2月取得
品川区,南品川５丁目,-,東京都品川区南品川５-１２-４,35.608566,139.740203,品川エトワール女子高等学校,私立,高校,2024年2月取得
品川区,豊町２丁目,-,東京都品川区豊町２-１６-１２,35.609434,139.725363,品川学藝高等学校,私立,高校,2024年2月取得
品川区,北品川３丁目,-,東京都品川区北品川３-３-１２,35.620899,139.739185,品川女子学院高等部,私立,高校,2024年2月取得
品川区,二葉１丁目,-,東京都品川区二葉１-６-６,35.608534,139.728081,青稜高等学校,私立,高校,2024年2月取得
品川区,旗の台３丁目,-,東京都品川区旗の台３-２-１７,35.605858,139.706859,文教大学付属高等学校,私立,高校,2024年2月取得
品川区,西大井６丁目,-,東京都品川区西大井６-１-２３,35.600480,139.713995,朋優学院高等学校,私立,高校,2024年2月取得
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４-４-２５,35.659925,139.710472,青山学院高等部,私立,高校,2024年2月取得
渋谷区,本町３丁目,-,東京都渋谷区本町３-２-２,35.687178,139.685195,関東国際高等学校,私立,高校,2024年2月取得
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２-２-３,35.673796,139.714810,國學院高等学校,私立,高校,2024年2月取得
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１-２１-１８,35.663704,139.703400,渋谷教育学園渋谷高等学校,私立,高校,2024年2月取得
渋谷区,東１丁目,-,東京都渋谷区東１-１-１１,35.656548,139.710325,実践女子学園高等学校,私立,高校,2024年2月取得
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ケ谷２-１０-7,35.665220,139.686392,東海大学付属望星高等学校,私立,高校,2024年2月取得
渋谷区,広尾３丁目,-,東京都渋谷区広尾３-７-１６,35.656363,139.716250,東京女学館高等学校,私立,高校,2024年2月取得
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚３-１９-９,35.676752,139.666933,富士見丘高等学校,私立,高校,2024年2月取得
港区,南麻布５丁目,-,東京都港区南麻布５-６-８,35.653460,139.727118,愛育学園,私立,特別支援学校,2024年2月取得
品川区,八潮５丁目,-,東京都品川区八潮５-２-１,35.604331,139.753479,明晴学園,私立,特別支援学校,2024年2月取得
千代田区,外神田３丁目,-,東京都千代田区外神田３-４-１０,35.701339,139.770339,神田寺幼稚園,私立,幼稚園,2024年2月取得
千代田区,富士見１丁目,-,東京都千代田区富士見１-２-５,35.696958,139.748232,暁星幼稚園,私立,幼稚園,2024年2月取得
千代田区,九段北２丁目,-,東京都千代田区九段北２-４-１,35.695570,139.746087,白百合学園幼稚園,私立,幼稚園,2024年2月取得
千代田区,六番町,-,東京都千代田区六番町１１-１,35.686695,139.732448,雙葉小学校附属幼稚園,私立,幼稚園,2024年2月取得
港区,南麻布５丁目,-,東京都港区南麻布５-６-８,35.653460,139.727118,愛育幼稚園,私立,幼稚園,2024年2月取得
港区,元麻布１丁目,-,東京都港区元麻布１-６-２１,35.654035,139.732830,麻布山幼稚園,私立,幼稚園,2024年2月取得
港区,西麻布３丁目,-,東京都港区西麻布３-２１-６,35.659304,139.725265,麻布みこころ幼稚園,私立,幼稚園,2024年2月取得
港区,元麻布２丁目,-,東京都港区元麻布２-１４-１６,35.652398,139.730527,安藤記念教会附属幼稚園,私立,幼稚園,2024年2月取得
港区,白金４丁目,-,東京都港区白金４-７-２３,35.642329,139.727627,サンタ・セシリア幼稚園,私立,幼稚園,2024年2月取得
港区,三田４丁目,-,東京都港区三田４-１９-３６,35.640997,139.739393,枝光会附属幼稚園,私立,幼稚園,2024年2月取得
港区,白金台５丁目,-,東京都港区白金台５-２３-１１,35.635595,139.717639,白金幼稚園,私立,幼稚園,2024年2月取得
港区,三田３丁目,-,東京都港区三田３-４-２８,35.645688,139.743688,聖徳大学三田幼稚園,私立,幼稚園,2024年2月取得
港区,六本木５丁目,六本木,東京都港区六本木５-６-１４,35.661765,139.735595,東洋英和幼稚園,私立,幼稚園,2024年2月取得
港区,南麻布４丁目,-,東京都港区南麻布４-５-６,35.651081,139.724560,南部坂幼稚園,私立,幼稚園,2024年2月取得
港区,芝２丁目,-,東京都港区芝２-２５-６,35.648264,139.748375,みなと幼稚園,私立,幼稚園,2024年2月取得
港区,芝公園４丁目,-,東京都港区芝公園４-７-４,35.656987,139.746658,明徳幼稚園,私立,幼稚園,2024年2月取得
港区,赤坂１丁目,虎ノ門,東京都港区赤坂１-１４-３,35.667076,139.742135,霊南坂幼稚園,私立,幼稚園,2024年2月取得
港区,西麻布４丁目,-,東京都港区西麻布４-１３-２５,35.657832,139.722184,若葉会幼稚園,私立,幼稚園,2024年2月取得
新宿区,原町３丁目,-,東京都新宿区原町３-８７,35.698916,139.723399,牛込成城幼稚園,私立,幼稚園,2024年2月取得
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２-８-１８,35.712549,139.709412,おおや幼稚園,私立,幼稚園,2024年2月取得
新宿区,中落合４丁目,-,東京都新宿区中落合４-３-１,35.720661,139.686501,下落合みどり幼稚園,私立,幼稚園,2024年2月取得
新宿区,戸山２丁目,-,東京都新宿区戸山２-７-２,35.703321,139.713457,戸山幼稚園,私立,幼稚園,2024年2月取得
新宿区,西落合４丁目,-,東京都新宿区西落合４-８-１８,35.718281,139.685170,豊多摩幼稚園,私立,幼稚園,2024年2月取得
新宿区,上落合２丁目,-,東京都新宿区上落合２-２５-１９,35.711847,139.687189,伸びる会幼稚園,私立,幼稚園,2024年2月取得
新宿区,下落合２丁目,-,東京都新宿区下落合２-１５-１１,35.719190,139.703937,目白ケ丘幼稚園,私立,幼稚園,2024年2月取得
新宿区,下落合３丁目,-,東京都新宿区下落合３-１４-２５,35.721653,139.700780,目白平和幼稚園,私立,幼稚園,2024年2月取得
新宿区,四谷１丁目,-,東京都新宿区四谷１-１４,35.686693,139.728740,四谷新生幼稚園,私立,幼稚園,2024年2月取得
江東区,大島３丁目,-,東京都江東区大島３-３０-９,35.690326,139.830512,大島新生幼稚園,私立,幼稚園,2024年2月取得
江東区,亀戸４丁目,-,東京都江東区亀戸４-１７-３,35.701082,139.826437,亀戸幼稚園,私立,幼稚園,2024年2月取得
江東区,東砂３丁目,-,東京都江東区東砂３-１７-１０,35.681094,139.843215,きよし幼稚園,私立,幼稚園,2024年2月取得
江東区,東砂２丁目,-,東京都江東区東砂２-１１-３,35.683193,139.843507,江東めぐみ幼稚園,私立,幼稚園,2024年2月取得
江東区,石島,-,東京都江東区石島３-１５,35.680885,139.811297,江東ＹＭＣＡ幼稚園,私立,幼稚園,2024年2月取得
江東区,森下１丁目,-,東京都江東区森下１-３-１７,35.686567,139.797442,神明幼稚園,私立,幼稚園,2024年2月取得
江東区,平野１丁目,-,東京都江東区平野１-６-１１,35.678496,139.799342,月かげ幼稚園,私立,幼稚園,2024年2月取得
江東区,深川２丁目,-,東京都江東区深川２-１６-７,35.675971,139.796865,双葉幼稚園,私立,幼稚園,2024年2月取得
江東区,住吉２丁目,-,東京都江東区住吉２-１４-６,35.690322,139.814000,まなべ幼稚園,私立,幼稚園,2024年2月取得
江東区,亀戸１丁目,-,東京都江東区亀戸１-１４-１２,35.694029,139.822058,まんとみ幼稚園,私立,幼稚園,2024年2月取得
江東区,白河１丁目,-,東京都江東区白河１-３-３２,35.681469,139.800172,れいがん寺幼稚園,私立,幼稚園,2024年2月取得
江東区,東雲１丁目,-,東京都江東区東雲１-９-４６,35.649182,139.803512,しののめＹＭＣＡこども園,私立,幼稚園,2024年2月取得
江東区,豊洲６丁目,-,東京都江東区豊洲６-２-３０,35.647599,139.793773,豊洲めぐみこども園,私立,幼稚園,2024年2月取得
品川区,大井５丁目,-,東京都品川区大井５-１０-１２,35.598343,139.730056,あけぼの幼稚園,私立,幼稚園,2024年2月取得
品川区,小山４丁目,-,東京都品川区小山４-４-１３,35.618350,139.703945,-,私立,幼稚園,2024年2月取得
品川区,南品川５丁目,-,東京都品川区南品川５-１２-４,35.608566,139.740203,エトワール幼稚園,私立,幼稚園,2024年2月取得
品川区,中延５丁目,-,東京都品川区中延５-６-１８,35.603075,139.708401,荏原学園旭幼稚園,私立,幼稚園,2024年2月取得
品川区,大井７丁目,-,東京都品川区大井７-１-５,35.597323,139.725228,大井うさぎ幼稚園,私立,幼稚園,2024年2月取得
品川区,大崎３丁目,-,東京都品川区大崎３-１１-１,35.619343,139.723672,大崎幼稚園,私立,幼稚園,2024年2月取得
品川区,中延６丁目,-,東京都品川区中延６-１-３,35.603912,139.710397,亀田幼稚園,私立,幼稚園,2024年2月取得
品川区,豊町２丁目,-,東京都品川区豊町２-１６-１２,35.609434,139.725363,品川学藝幼稚園,私立,幼稚園,2024年2月取得
品川区,北品川４丁目,-,東京都品川区北品川４-７-４０,35.622517,139.737547,品川教会附属幼稚園,私立,幼稚園,2024年2月取得
品川区,西大井１丁目,-,東京都品川区西大井１-６-１３,35.602118,139.726206,品川翔英幼稚園,私立,幼稚園,2024年2月取得
品川区,南大井２丁目,-,東京都品川区南大井２-４-１,35.593162,139.736936,鈴ヶ森めばえ幼稚園,私立,幼稚園,2024年2月取得
品川区,西五反田６丁目,-,東京都品川区西五反田６-１１-５,35.621114,139.717657,専修幼稚園,私立,幼稚園,2024年2月取得
品川区,荏原７丁目,-,東京都品川区荏原７-１８-１５,35.609951,139.698686,洗足うさぎ幼稚園,私立,幼稚園,2024年2月取得
品川区,旗の台６丁目,-,東京都品川区旗の台６-５-３０,35.608696,139.700214,帝京にしき幼稚園,私立,幼稚園,2024年2月取得
品川区,戸越１丁目,-,東京都品川区戸越１-２１-１５,35.615127,139.721367,戸越幼稚園,私立,幼稚園,2024年2月取得
品川区,小山６丁目,-,東京都品川区小山６-１０-１１,35.613637,139.697968,ひまわり幼稚園,私立,幼稚園,2024年2月取得
品川区,旗の台３丁目,-,東京都品川区旗の台３-２-１７,35.605858,139.706859,文教大学付属幼稚園,私立,幼稚園,2024年2月取得
品川区,東品川３丁目,-,東京都品川区東品川３-２４-８,35.612358,139.745787,八潮幼稚園,私立,幼稚園,2024年2月取得
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４-４-２５,35.659925,139.710472,青山学院幼稚園,私立,幼稚園,2024年2月取得
渋谷区,鴬谷町,-,東京都渋谷区鴬谷町１０-９,35.652622,139.701900,鴬谷さくら幼稚園,私立,幼稚園,2024年2月取得
渋谷区,上原２丁目,-,東京都渋谷区上原２-３７-１３,35.665408,139.679818,岸辺幼稚園,私立,幼稚園,2024年2月取得
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１-２８-６,35.672917,139.666973,笹塚幼稚園,私立,幼稚園,2024年2月取得
渋谷区,元代々木町,-,東京都渋谷区元代々木町２６-１,35.671185,139.686584,シオン幼稚園,私立,幼稚園,2024年2月取得
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２-３２-１８,35.645628,139.721537,渋谷同胞幼稚園,私立,幼稚園,2024年2月取得
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１-２１-１８,35.663704,139.703400,渋谷幼稚園,私立,幼稚園,2024年2月取得
渋谷区,西原１丁目,-,東京都渋谷区西原１-１９-３,35.6755839,139.6782561,城西幼稚園,私立,幼稚園,2024年2月取得
渋谷区,本町６丁目,-,東京都渋谷区本町６-３４-１８,35.6807326,139.6782564,帝京めぐみ幼稚園,私立,幼稚園,2024年2月取得
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１-５-３,35.6716744,139.7051773,東郷幼稚園,私立,幼稚園,2024年2月取得
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ケ谷１-１-２４,35.6777218,139.7094081,鳩の森八幡幼稚園,私立,幼稚園,2024年2月取得
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３-４２-１,35.6708423,139.7139457,原宿幼稚園,私立,幼稚園,2024年2月取得
渋谷区,西原１丁目,-,東京都渋谷区西原１-１４-１７,35.6755218,139.6797757,福田幼稚園,私立,幼稚園,2024年2月取得
渋谷区,神山町,-,東京都渋谷区神山町２１-１１,35.6620633,139.6889793,松村幼稚園,私立,幼稚園,2024年2月取得
