指標名,薬局,,,,,,,
出典,病院なび,,,,,,,
年次,2025/3/6取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件、2023年度：1,310件、2024年度：1,336件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関三丁目2番5号 霞が関ビル310,35.67118,139.74724,稲垣薬局 霞が関店,薬局,-
千代田区,外神田５丁目,-,東京都千代田区外神田五丁目2番4号 TOKENビル1階,35.70426,139.77219,末広町薬局,薬局,-
千代田区,神田佐久間町２丁目,-,東京都千代田区神田佐久間町二丁目18番地,35.69863,139.77578,日本調剤 秋葉原薬局,薬局,-
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町二丁目8番6号 メディカルプライム神田1階,35.69261,139.77265,メトロファーマシー神田,薬局,-
千代田区,外神田６丁目,-,東京都千代田区外神田六丁目5番12号 偕楽ビル新末広101号室,35.70346,139.76997,ぱぱす薬局 妻恋坂店,薬局,-
千代田区,富士見２丁目,-,東京都千代田区富士見二丁目9番10号,35.69944,139.74342,日本調剤 飯田橋駅前薬局,薬局,-
千代田区,神田三崎町３丁目,-,東京都千代田区神田三崎町三丁目8番1号 KMKビル1階,35.70194,139.75185,スギ薬局 水道橋店,薬局,-
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町一丁目7番地10 ベルグランツ神田神保町ビル1階,35.69579,139.75920,エース薬局 神保町店,薬局,-
千代田区,神田神保町３丁目,-,東京都千代田区神田神保町三丁目2番地4 田村ビル1階,35.69614,139.75435,レジーナ薬局 神保町店,薬局,-
千代田区,神田東松下町,-,東京都千代田区神田東松下町17番地15 伊東ビル1階,35.69419,139.77449,神田東松下町薬局,薬局,-
千代田区,九段南１丁目,-,東京都千代田区九段南一丁目6番5号 九段会館テラス地下1階,35.69431,139.75140,たかしん薬局 九段会館テラス店,薬局,-
千代田区,麹町４丁目,-,東京都千代田区麹町四丁目8番地19 キャトルセゾン麹町1階,35.68439,139.73601,イオックス薬局 麹町店,薬局,-
千代田区,五番町,-,東京都千代田区五番町6番地1 AKビル1階,35.69016,139.73530,スギ薬局 市ケ谷店,薬局,-
千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町一丁目13番地 チョムチョム秋葉原4階,35.69790,139.77421,オレンジ薬局 秋葉原店,薬局,-
千代田区,富士見２丁目,-,東京都千代田区富士見二丁目16番1号,35.69695,139.74249,日本調剤 東京逓信病院前薬局,薬局,-
千代田区,神田岩本町,-,東京都千代田区神田岩本町15番地1 CYK神田岩本町1階,35.69670,139.77492,あつみ薬局 岩本町店,薬局,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町一丁目2番1号 Otemachi One地下1階,35.68766,139.76325,そうごう薬局 Otemachi One店,薬局,-
千代田区,九段北１丁目,-,東京都千代田区九段北一丁目2番3号 フナトビル1階,35.69587,139.75189,スギ薬局 九段下店,薬局,-
千代田区,神田岩本町,-,東京都千代田区神田岩本町1番地2 清水ビル地下1階,35.69154,139.77583,アガペ 岩本町薬局,薬局,-
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町一丁目41番地 1階,35.69484,139.76088,神保町1丁目薬局,薬局,-
千代田区,麹町３丁目,-,東京都千代田区麹町三丁目4番地 トラスティ麹町ビル1階,35.68493,139.73762,ウエルシア薬局 千代田麹町店,薬局,-
千代田区,麹町３丁目,-,東京都千代田区麹町三丁目3番地 麹町スクエアビル2階,35.68355,139.73831,アピス薬局 麹町店,薬局,-
千代田区,神田鍛冶町３丁目,-,東京都千代田区神田鍛冶町三丁目3番地12 神田鍛冶町千歳ビル1階,35.69407,139.77044,スギ薬局 神田駅北口店,薬局,-
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町一丁目1番地 神田室町ビル1階,35.69476,139.76665,ウエルシア薬局 神田小川町2号店,薬局,-
千代田区,神田淡路町１丁目,-,東京都千代田区神田淡路町一丁目2番地3 損保ジャパン神田淡路町ビル1階,35.69584,139.76789,スギ薬局 神田淡路町店,薬局,-
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋四丁目6番9号 ロックフィールドビル1階,35.70089,139.74683,薬のヒグチ薬局 新飯田橋店,薬局,-
千代田区,外神田１丁目,-,東京都千代田区外神田一丁目18番19号BiTO AKIBA 1階,35.69875,139.77230,ウエルシア薬局 秋葉原駅前店,薬局,-
千代田区,外神田６丁目,-,東京都千代田区外神田六丁目2番9号 外神田六丁目ビル1階,35.70310,139.76869,友林薬局,薬局,-
千代田区,外神田６丁目,-,東京都千代田区外神田六丁目15番11号 日東ビル1階,35.70418,139.77157,ファミリーマート+ファーマライズ薬局 末広町店,薬局,-
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町三丁目1番地10 メディカビル1階,35.69429,139.76259,All in One薬局,薬局,-
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台一丁目8番地1 1階～5階,35.69778,139.76248,コトブキ調剤薬局 日大前店,薬局,-
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町一丁目11番1号 3階,35.67543,139.76295,クオール薬局 ビックカメラ有楽町店,薬局,-
千代田区,神田佐久間町２丁目,-,東京都千代田区神田佐久間町二丁目1番地 永島ビル1階,35.69744,139.77579,フォレスト薬局 秋葉原店,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目2番地5 井口ビル1階,35.69889,139.76392,お茶の水調剤薬局 本店,薬局,-
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町二丁目3番2号 神田センタービル1階,35.69120,139.77228,ナチュラルローソンクオール薬局 神田鍛冶町二丁目店,薬局,-
千代田区,麹町５丁目,-,東京都千代田区麹町五丁目4番地 セタニビル1階,35.68503,139.73399,クオール薬局 四谷店,薬局,-
千代田区,東神田１丁目,-,東京都千代田区東神田一丁目11番7号 ハイツ神田岩本町B103,35.69496,139.78055,達生堂薬局,薬局,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内一丁目9番1号 JR東日本東京駅構内地下1階,35.68245,139.76828,アイン薬局 グランスタ丸の内店,薬局,-
千代田区,大手町２丁目,大丸有,東京都千代田区大手町二丁目2番1号 新大手町ビル122区,35.68501,139.76705,クオール薬局 丸の内店,薬局,-
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内三丁目2番2号 丸の内二重橋ビル地下1階,35.67778,139.76151,東商ビル薬局,薬局,-
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町一丁目2番地 風雲堂ビル1階,35.69548,139.76675,ウエルシア薬局 神田小川町店,薬局,-
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町一丁目16番地8 柳下ビル1階,35.69504,139.77057,竹内薬局 神田須田町店,薬局,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町一丁目7番1号 読売新聞ビル3階,35.68721,139.76451,クオール薬局 読売新聞東京本社店,薬局,-
千代田区,岩本町３丁目,-,東京都千代田区岩本町三丁目8番16号 NMF神田岩本町ビル1階,35.69576,139.77731,スギ薬局 岩本町店,薬局,-
千代田区,大手町２丁目,大丸有,東京都千代田区大手町二丁目3番1号 大手町プレイス・ウエストタワーB1F,35.68696,139.76707,薬局トモズ 大手町プレイス店,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目1番地 お茶の水クリスチャン・センタービル1階,35.69922,139.76270,薬局マツモトキヨシ 御茶ノ水駿河台店,薬局,-
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台一丁目8番地11 東京YWCA会館1階,35.69806,139.76293,さくら薬局 駿河台店,薬局,-
千代田区,一番町,-,東京都千代田区一番町6番地 相模屋本社ビル1階,35.68761,139.74183,スギ薬局 一番町店,薬局,-
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内一丁目8番2号 鉄鋼ビルディング地下1階,35.68300,139.77024,アイン薬局 八重洲口店,薬局,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町一丁目9番7号 大手町フィナンシャルシティサウスタワー1階,35.68758,139.76582,アイン薬局 大手町店,薬局,-
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋三丁目10番9号 アイガーデンテラス1階,35.70118,139.75001,ココカラファイン薬局飯田橋店,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目4番地 お茶の水日健ビル1階2階,35.69956,139.76346,日本調剤 神田駿河台薬局,薬局,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町一丁目5番5号 大手町タワー地下1階,35.68582,139.76521,さくら薬局 大手町店,薬局,-
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町二丁目105番地 ワテラスアネックス1階,35.69757,139.76792,薬局マツモトキヨシ ワテラスモール店,薬局,-
千代田区,九段北１丁目,-,東京都千代田区九段北一丁目3番2号 大橋ビル1階,35.69576,139.75153,日本調剤 九段下薬局,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目6番地1 華ビル1階2階,35.69970,139.76378,日本調剤 御茶ノ水橋口薬局,薬局,-
千代田区,外神田２丁目,-,東京都千代田区外神田二丁目2番15号 1階,35.69938,139.76785,ウエルシア薬局 千代田御茶ノ水店,薬局,-
千代田区,神田岩本町,-,東京都千代田区神田岩本町1番地 岩本町ビル1階,35.69615,139.77507,薬局マツモトキヨシ 岩本町駅前店,薬局,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町一丁目7番2号 東京サンケイビル地下1階,35.68700,139.76547,そうごう薬局 東京サンケイビル店,薬局,-
千代田区,霞が関２丁目,虎ノ門広域,東京都千代田区霞が関二丁目1番3号 中央合同庁舎3号館B1売店,35.67599,139.75018,メトグリーン3号館薬局,薬局,-
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋三丁目10番10号 ガーデンエアタワー2階,35.70052,139.75054,アガペ飯田橋薬局,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目5番地 村田ビルディング1階,35.70023,139.76183,日本調剤 駿河台薬局,薬局,-
千代田区,九段北１丁目,-,東京都千代田区九段北一丁目2番14号 千代田保健所地下1階,35.69606,139.75209,千代田区薬剤師会 会営調剤薬局,薬局,-
千代田区,神田多町２丁目,-,東京都千代田区神田多町二丁目7番地5 アサヒビル1階,35.69372,139.76893,アサヒ薬局,薬局,-
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町二丁目23番地 Hビル1階,35.69697,139.76643,株式会社 薬局淡路町ファーマシー,薬局,-
千代田区,飯田橋２丁目,-,東京都千代田区飯田橋二丁目9番5号,35.70013,139.74845,マルマツ薬局,薬局,-
千代田区,神田佐久間町３丁目,-,東京都千代田区神田佐久間町三丁目37番地59 マルチーノビル1階,35.69814,139.77739,レモン薬局 秋葉原店,薬局,-
千代田区,五番町,-,東京都千代田区五番町2 横山ビル1階,35.69064,139.73523,五番町はるかぜ薬局,薬局,-
千代田区,飯田橋１丁目,-,東京都千代田区飯田橋一丁目5番8号 アクサンビル1階,35.69867,139.74927,マルマツ薬局 九段店,薬局,-
千代田区,内幸町２丁目,-,東京都千代田区内幸町二丁目2番1号 日本プレスセンタービル地下1階,35.67110,139.75427,わたなべ調剤薬局,薬局,-
千代田区,内幸町１丁目,-,東京都千代田区内幸町一丁目1番1号 インペリアルタワー1階,35.67212,139.75938,薬局タワードラッグ,薬局,-
千代田区,富士見２丁目,-,東京都千代田区富士見二丁目10番2号 飯田橋グラン・ブルーム1階,35.69895,139.74387,日生薬局 飯田橋店,薬局,-
千代田区,富士見２丁目,-,東京都千代田区富士見二丁目3番13号,35.69963,139.74455,日本調剤飯田橋薬局,薬局,-
千代田区,富士見２丁目,-,東京都千代田区富士見二丁目11番12号 馬場ビル1階,35.69898,139.74517,小池薬局,薬局,-
千代田区,内神田２丁目,-,東京都千代田区内神田二丁目4番1号 神田メディカルビル1階,35.68990,139.76871,さくら薬局 内神田店,薬局,-
千代田区,平河町２丁目,-,東京都千代田区平河町二丁目7番9号 JA共済ビル2階,35.68027,139.74021,永田町薬局,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目2番地 御茶ノ水杏雲ビル1階,35.69895,139.76353,アイン薬局 三崎店,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目10番地1,35.69883,139.76410,コトブキ調剤薬局,薬局,-
千代田区,麹町１丁目,-,東京都千代田区麹町一丁目3番地 ダイアン麹町ビル1階,35.68385,139.74211,いまくま薬局,薬局,-
千代田区,平河町１丁目,-,東京都千代田区平河町一丁目8番8号 桔梗ライオンズマンション平河町108,35.68245,139.74161,茅沼順子薬局,薬局,-
千代田区,麹町２丁目,-,東京都千代田区麹町二丁目4番地10 三誠堂ビル1階,35.68435,139.73980,小西三誠堂薬局,薬局,-
千代田区,麹町１丁目,-,東京都千代田区麹町一丁目8番地7 エミナビル1階,35.68506,139.74206,ツイン薬局 半蔵門店,薬局,-
千代田区,内神田３丁目,-,東京都千代田区内神田三丁目21番7号 有田ビル1階,35.69278,139.77070,有美薬局,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目2番地29 鎌倉ビル1階,35.69879,139.76306,キク調剤薬局,薬局,-
千代田区,内神田２丁目,-,東京都千代田区内神田二丁目10番7号 プレミアステージ内神田1階,35.69110,139.76801,スギ薬局 神田西口通り店,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2丁目4番地1,35.69962,139.76350,さくら薬局 御茶ノ水駅前店,薬局,-
千代田区,内神田３丁目,-,東京都千代田区内神田三丁目14番8号 ニシザワビル1階,35.69171,139.76993,ニシザワ薬局,薬局,-
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台二丁目1番15号 岩崎ビル1階2階,35.69974,139.76313,日本調剤 お茶の水中央薬局,薬局,-
千代田区,麹町１丁目,-,東京都千代田区麹町一丁目8番地3 半蔵門ハイム1階,35.68556,139.74199,バンビー薬局 一番町店,薬局,-
千代田区,神田三崎町１丁目,-,東京都千代田区三崎町一丁目4番8号 愛光舎ビル1階,35.70116,139.75568,第一薬局,薬局,-
千代田区,外神田６丁目,-,東京都千代田区外神田六丁目13番14号,35.70314,139.77041,江川薬局,薬局,-
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町二丁目10番1号 東京交通会館1階,35.67503,139.76296,そうごう薬局 有楽町店,薬局,-
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町三丁目2番地1,35.69469,139.76331,小川町薬局,薬局,-
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町一丁目7番1号 有楽町電気ビル北館507,35.67459,139.76145,エール薬局 日比谷店,薬局,-
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町一丁目6番10号 スクワール日比谷ビル2階,35.67365,139.76078,日比谷プラザ薬局,薬局,-
千代田区,神田美土代町,-,東京都千代田区神田美土代町9番地2 日和ビル1階,35.69369,139.76588,十字堂薬局,薬局,-
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町一丁目48番地1,35.69809,139.75884,興生堂薬局,薬局,-
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町二丁目9番地 神田神保町メディカルモール1階,35.69541,139.75583,ココカラファイン薬局神保町店,薬局,-
千代田区,神田松永町,-,東京都千代田区神田松永町11番地 AT第一ビル1階,35.69955,139.77454,ファーコス薬局 アキバ,薬局,-
千代田区,永田町２丁目,赤坂,東京都千代田区永田町二丁目14番2号 山王グランドビル1階,35.67649,139.73830,エフエル薬局,薬局,-
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関一丁目4番1号 日土地ビル1階,35.67100,139.75030,調剤薬局霞が関ファーマシー,薬局,-
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町二丁目2番2号 神田パークプラザ1階,35.69137,139.77156,スギ薬局 神田駅東口店,薬局,-
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町一丁目6番地 鈴木ビル1階,35.69296,139.76467,神田薬局,薬局,-
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町二丁目6番地 淡路ビル1階,35.69673,139.76795,ロイヤル薬局 神田淡路町店 健康サポート薬局,薬局,-
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町4番1号 ニューオータニガーデンコート2階,35.67946,139.73567,薬ヒグチ調剤薬局 ニューオータニ店,薬局,-
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町3番29号 紀尾井町第2山本ビル1階,35.68179,139.73809,クローバー薬局,薬局,-
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-1 大手町ファーストスクエアウエスト1F,35.68559,139.76385,大手町調剤薬局,薬局,-
千代田区,神田和泉町,-,東京都千代田区神田和泉町1-11 ファベルハウス1F,35.69963,139.77817,二六堂調剤薬局,薬局,-
