,,,,,,,,,,,
,指標名,観光地,,,,,,,,,
,出典,google places API,,,,,,,,,
,年次,2025/02/05取得,,,,,,,,,
,URL,google places API,,,,,,,,,
,備考,(2022年度：1922件、2023年度：2497.0件、2024年度：2182件),,,,,,,,,
,,,,,,,,,,,
,区,町丁目,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,place_id
,中央区,銀座４丁目,-,中央区銀座４丁目１,35.6730873,139.7637762,銀恋の碑,"tourist_attraction, point_of_interest, establishment",3.8,18,ChIJJx5LmOWLGGARyLWa_qR8Ud8
,中央区,銀座８丁目,-,中央区銀座８丁目１０−８,35.6675091,139.7618196,芝口御門跡,"tourist_attraction, point_of_interest, establishment",3.4,26,ChIJL3czbuiLGGARonaJgcjbyHA
,千代田区,内幸町１丁目,-,千代田区内幸町１丁目６−８,35.6690711,139.7585754,URACORI 銀座裏コリドー,"tourist_attraction, restaurant, food, point_of_interest, establishment",3.8,57,ChIJyax9WoCLGGARsCQ5yr2RjNE
,千代田区,日比谷公園,-,千代田区日比谷公園１−１,35.6747197,139.7582922,心字池,"tourist_attraction, point_of_interest, establishment",4.3,50,ChIJ23HgvY-LGGARzGvMuq9sbFQ
,千代田区,有楽町１丁目,大丸有,千代田区有楽町１丁目１,35.6735615,139.7586538,パークビューガーデン,"tourist_attraction, point_of_interest, establishment",4.2,180,ChIJneixJe6LGGARfXvzyW1mY_U
,中央区,銀座８丁目,-,中央区銀座８丁目８−３ 資生堂銀座ビル B1F,35.668557,139.7618936,資生堂ギャラリー,"art_gallery, tourist_attraction, point_of_interest, establishment",4.2,366,ChIJBwTDyeiLGGARuY5n3x3bdCk
,中央区,銀座１丁目,-,中央区銀座１丁目７−７ ポーラ銀座ビル3階,35.6742613,139.767948,ポーラ ミュージアム アネックス,"art_gallery, tourist_attraction, museum, point_of_interest, establishment",4.2,468,ChIJM7rZi-OLGGARkL-rCS_OHyw
,江東区,越中島１丁目,-,江東区越中島１丁目３−１,35.6687489,139.7897371,越中島公園,"park, tourist_attraction, point_of_interest, establishment",3.8,379,ChIJpfNnlW2JGGARQg-Kbs9z38o
,中央区,京橋１丁目,日八京,中央区京橋１丁目７−３ 全国信用組合会館分館,35.6783904,139.7721687,京橋一丁目町会の御神輿,"tourist_attraction, point_of_interest, establishment",5,1,ChIJuVkedQCLGGARikxAKNdSqEk
,中央区,銀座４丁目,-,中央区銀座４丁目６−１６ 9階入場口 三越新館 9階,35.6713698,139.7657375,アートアクアリウム美術館 GINZA,"aquarium, tourist_attraction, amusement_park, art_gallery, pet_store, museum, store, point_of_interest, establishment",4.1,3882,ChIJ6UVSHl2JGGARDurMrMPwvdk
,中央区,銀座３丁目,-,中央区銀座３丁目９−７,35.6714336,139.7676866,キヤノンギャラリー銀座,"art_gallery, tourist_attraction, point_of_interest, establishment",4.2,380,ChIJQw9ey-aLGGAR-PGXL1t98x0
,港区,新橋２丁目,虎ノ門広域,港区新橋２丁目７−先,35.667067,139.7576338,新橋駅西口広場 (SL広場),"tourist_attraction, park, point_of_interest, establishment",3.7,2374,ChIJ--QO2OuLGGARArLS5ggknfU
,中央区,銀座６丁目,-,中央区銀座６丁目１５,35.6682274,139.7658335,荘川桜,"tourist_attraction, point_of_interest, establishment",0,0,ChIJa8EdpNiLGGARU9kKGUzQz7M
,中央区,築地４丁目,-,中央区築地４丁目１−１ 東劇ビル １階 待合スペース,35.6678359,139.7687432,松竹案内処,"tourist_attraction, point_of_interest, establishment",0,0,ChIJBQ8NSQCLGGARqylsJp7ZDo0
,中央区,築地６丁目,-,中央区築地６丁目６,35.6655329,139.7735946,女孩與紅傘與貓,"tourist_attraction, point_of_interest, establishment",5,2,ChIJ4eBPz0eJGGAR-Ee5JXgpe2g
,中央区,明石町,-,中央区明石町６−２４,35.6686945,139.7787597,青山学院記念の地碑(旧海岸女学校跡),"tourist_attraction, point_of_interest, establishment",3.7,6,ChIJ474npWaJGGARoKfIoxcXdic
,中央区,明石町,-,中央区明石町１−２５,35.6682269,139.7757283,芥川龍之介生誕の地,"tourist_attraction, point_of_interest, establishment",3.6,21,ChIJtQTYm2GJGGARB5eEdrkF7vU
,中央区,明石町,-,中央区明石町１０,35.6674471,139.7760985,聖路加国際病院【トイスラー記念館】,"tourist_attraction, point_of_interest, establishment",4.1,29,ChIJpXBPe2GJGGARaazVUCDpass
,中央区,明石町,-,中央区明石町１０−１,35.6675197,139.7759162,アメリカ公使館跡の記念碑,"tourist_attraction, point_of_interest, establishment",3.8,6,ChIJ1zeHemGJGGARM6GVHscmGfA
,中央区,明石町,-,中央区明石町５−２６,35.6682049,139.7770165,カトリック築地教会聖堂,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",4.6,159,ChIJmQBfRGGJGGARmvUyNV6e1J8
,中央区,明石町,-,中央区明石町１０,35.6671757,139.7759303,立教学院発祥の地,"tourist_attraction, point_of_interest, establishment",3.8,16,ChIJMRxEeWGJGGAR0GRB7j5hYf0
,港区,東新橋１丁目,虎ノ門広域,港区東新橋１丁目８−２ カレッタ汐留,35.6647784,139.762191,アドミュージアム東京,"museum, tourist_attraction, point_of_interest, establishment",4.3,733,ChIJ2VtGysKLGGAR2oS8_Y_o-pk
,中央区,築地６丁目,-,中央区築地６丁目２０,35.6643698,139.7726131,軍艦操練所跡,"tourist_attraction, point_of_interest, establishment",3.3,7,ChIJx7w3n9iLGGARnns7Z1HDCCU
,中央区,京橋１丁目,日八京,中央区京橋１丁目１,35.6793984,139.7714212,ヤン・ヨーステン記念碑,"tourist_attraction, point_of_interest, establishment",3.6,34,ChIJg7GqN_2LGGARuq-wyhtV2M8
,中央区,浜離宮庭園,-,中央区浜離宮庭園１−１,35.6606908,139.7630242,芳梅亭,"tourist_attraction, park, point_of_interest, establishment",4,42,ChIJh23vSduLGGARP_2KeeyV4Gw
,中央区,新富２丁目,-,中央区新富２丁目４,35.6711817,139.77327,救世軍渡来記念の地碑,"tourist_attraction, point_of_interest, establishment",3.3,4,ChIJzXcOFOyJGGARRq25jVeZFC0
,港区,新橋１丁目,虎ノ門広域,港区新橋１丁目６ 高速 道路,35.6672784,139.761209,新橋跡の親柱,"tourist_attraction, point_of_interest, establishment",3.8,25,ChIJh809WuiLGGARG2wG9ZUHJw4
,千代田区,有楽町２丁目,大丸有,千代田区有楽町２丁目９−１８ 付近 JR有楽町駅 中央口,35.6746321,139.7634838,南町奉行所跡【東京都指定旧跡】,"tourist_attraction, point_of_interest, establishment",3.5,129,ChIJJ7suaOWLGGARy57jzN44lqA
,中央区,京橋１丁目,日八京,中央区京橋１丁目１−1先間 八重洲通り中央分離帯内,35.6794416,139.7713397,平和の鐘,"tourist_attraction, point_of_interest, establishment",3.7,56,ChIJgeIAN_2LGGAR7sOux6L5ClY
,千代田区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１ 改札内 地下１階 東京駅,35.6811856,139.7673717,銀の鈴,"tourist_attraction, point_of_interest, establishment",3.7,2337,ChIJ9-LJdPyLGGARZeSwNOHJv3I
,中央区,八重洲２丁目,日八京,中央区八重洲２丁目１−１,35.6797182,139.7691987,ヒカルキンツギ,"tourist_attraction, point_of_interest, establishment",5,1,ChIJ23TiHACLGGARZiaOK6-sEuo
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目２,35.6800674,139.7628525,Marunouchi Street Park,"tourist_attraction, point_of_interest, establishment",4.5,31,ChIJx5eyUACLGGARP8WqPDNwmjw
,中央区,日本橋,-,中央区日本橋8−３,35.6793896,139.773211,playwood,"tourist_attraction, point_of_interest, establishment",0,0,ChIJxSpqeQCJGGARFWwIMgpgRDM
,中央区,京橋３丁目,日八京,中央区京橋３丁目５,35.675182,139.7693016,京橋の碑,"tourist_attraction, point_of_interest, establishment",4.1,21,ChIJ4R26vOOLGGARhqBH00DH2O0
,中央区,日本橋３丁目,日八京,中央区日本橋３丁目８−５ 壷中居ビル,35.6803956,139.7734369,Sakura Dori,"tourist_attraction, point_of_interest, establishment",5,2,ChIJUzjpawCJGGAR5pp3VJlW9zk
,千代田区,丸の内２丁目,大丸有,千代田区丸の内２丁目４,35.6808121,139.7643573,丸の内,"tourist_attraction, point_of_interest, establishment",5,1,ChIJpzPSGACLGGARIGQ-mxVxy88
,中央区,日本橋茅場町１丁目,-,中央区日本橋茅場町１丁目１,35.6791965,139.7816625,霊岸橋,"tourist_attraction, point_of_interest, establishment",4.1,22,ChIJS7wHlfqJGGARDkxaAgaReYM
,中央区,八重洲１丁目,日八京,中央区八重洲１丁目８,35.6810791,139.7716895,日本橋さくら通り,"shopping_mall, tourist_attraction, point_of_interest, establishment",4.3,43,ChIJOVhShO2LGGAROWrNCzOlFNQ
,千代田区,内幸町１丁目,-,千代田区内幸町１丁目６−８,35.6690711,139.7585754,URACORI 銀座裏コリドー,"tourist_attraction, restaurant, point_of_interest, food, establishment",3.8,57,ChIJyax9WoCLGGARsCQ5yr2RjNE
,中央区,銀座６丁目,-,中央区銀座６丁目１０,35.6698235,139.7637088,商法講習所跡,"tourist_attraction, point_of_interest, establishment",3.9,12,ChIJuVPLPuaLGGARJrGF3_0IPBY
,中央区,銀座７丁目,-,中央区銀座７丁目７−２ DNP 銀座ビル 1F,35.6697019,139.7624842,ギンザ・グラフィック・ギャラリー,"art_gallery, tourist_attraction, point_of_interest, establishment",4.3,426,ChIJYfHMoeiLGGARAd_uQ2KIKmo
,中央区,京橋３丁目,日八京,中央区京橋３丁目５−１,35.67515,139.7694576,ポリスミュージアム 警察博物館,"museum, tourist_attraction, point_of_interest, establishment",4.1,2417,ChIJV8wGu-OLGGAR1HVqNbP6r2c
,中央区,銀座２丁目,-,中央区銀座２丁目１１−１９ 国光ビル 5階,35.6726639,139.7691416,若山美術館,"tourist_attraction, museum, point_of_interest, establishment",5,4,ChIJH6a4aeGLGGARuRkyXZiAXI8
,中央区,銀座４丁目,-,中央区銀座４丁目６−１６ 9階入場口 三越新館 9階,35.6713698,139.7657375,アートアクアリウム美術館 GINZA,"tourist_attraction, art_gallery, pet_store, amusement_park, aquarium, museum, store, point_of_interest, establishment",4.1,3882,ChIJ6UVSHl2JGGARDurMrMPwvdk
,中央区,銀座７丁目,-,中央区銀座７丁目１４,35.6669733,139.7641404,建物の礎石（汐留遺跡）,"tourist_attraction, point_of_interest, establishment",3.5,10,ChIJAfneiOeLGGAR2QxCkwMahlU
,中央区,銀座７丁目,-,中央区銀座７丁目１３,35.6672722,139.7639232,間知石と切り石,"tourist_attraction, point_of_interest, establishment",4,3,ChIJexZWjeeLGGARAssqvLDb9p4
,中央区,銀座４丁目,-,中央区銀座４丁目６−１６ 9階入場口 三越新館 9階,35.6713698,139.7657375,アートアクアリウム美術館 GINZA,"art_gallery, tourist_attraction, aquarium, amusement_park, pet_store, museum, point_of_interest, store, establishment",4.1,3882,ChIJ6UVSHl2JGGARDurMrMPwvdk
,中央区,銀座８丁目,-,中央区銀座８丁目７−５ 金春ビル,35.6686458,139.7613545,金春湯,"tourist_attraction, point_of_interest, establishment",4.1,703,ChIJPaNb7eiLGGARLaJjXV2l-PQ
,中央区,-,-,"中央区月島４ 丁目, ",35.6607061,139.7844923,朝潮橋,"tourist_attraction, point_of_interest, establishment",3.9,56,ChIJzVDJBXqJGGARyD-pAQ2wnDw
,中央区,晴海２丁目,-,中央区晴海２丁目４−２７,35.6542917,139.7853587,晴海臨海公園 水辺のテラス,"park, tourist_attraction, point_of_interest, establishment",4.2,86,ChIJYwlk-ZyJGGAReqfam73wXVk
,中央区,月島２丁目,-,中央区月島２丁目３,35.6624739,139.7868714,朝潮大橋,"tourist_attraction, point_of_interest, establishment",3.6,31,ChIJU2iaSnGJGGARFh1rzpdIO8M
,中央区,晴海２丁目,-,中央区晴海２丁目４−２７,35.6542165,139.7840206,中央区立晴海臨海公園,"park, tourist_attraction, point_of_interest, establishment",4,252,ChIJ4W4dM52JGGARld0hfrQ9WIM
,江東区,豊洲２丁目,-,江東区豊洲２丁目３,35.6534771,139.7920889,春海橋公園,"park, tourist_attraction, point_of_interest, establishment",4.3,484,ChIJ0V_XkpiJGGARBfWPveXIMjI
,江東区,豊洲２丁目,-,江東区豊洲２丁目３−６,35.6533777,139.793127,豊洲公園,"park, tourist_attraction, point_of_interest, establishment",4.2,1206,ChIJ7bIgW6KJGGARA5Hcnfzdmbk
,中央区,晴海３丁目,-,中央区晴海３丁目１−６,35.6562759,139.7797167,中央区立黎明橋公園,"park, tourist_attraction, point_of_interest, establishment",3.9,256,ChIJByFr9HiJGGARVlD-8jmlxPo
,中央区,晴海３丁目,-,中央区晴海３丁目６−番7号先,35.6560532,139.778699,朝潮運河親水公園(晴海三丁目),"park, tourist_attraction, point_of_interest, establishment",3.4,9,ChIJs1692niJGGARbdFnoUtNLWo
,江東区,-,-,江東区,35.6516159,139.7859132,晴海大橋頂点地点,"tourist_attraction, point_of_interest, establishment",4,1,ChIJjes2WACJGGARoz5rMwNqxBk
,中央区,勝どき６丁目,-,中央区勝どき６丁目３,35.6538101,139.7746166,朝潮小橋,"tourist_attraction, point_of_interest, establishment",3.7,43,ChIJFRYqln-JGGARyg_2Z-SMIkQ
,中央区,勝どき２丁目,-,中央区勝どき２丁目 ・晴海1丁目,35.6572815,139.7802262,トリトンブリッジ,"tourist_attraction, point_of_interest, establishment",4.4,27,ChIJ-ZQzEXmJGGARFFcuoepqGzc
,江東区,豊洲６丁目,-,江東区豊洲６丁目５,35.6460164,139.7833567,豊洲,"tourist_attraction, point_of_interest, establishment",4,1,ChIJTxEsMACJGGAR6rxiOw4ktT0
,中央区,晴海１丁目,-,中央区晴海１丁目７−３,35.6581939,139.7847031,中央区立晴海第一公園(ふれあいの森),"park, tourist_attraction, point_of_interest, establishment",3.9,12,ChIJDeDHe4GJGGARkMYrxC5Qspw
,中央区,晴海１丁目,-,中央区晴海１丁目８−１４,35.6560363,139.7818654,晴海第三公園(サウストリトンパーク),"park, tourist_attraction, point_of_interest, establishment",3.2,46,ChIJwabWDHiJGGARL4RE9TI-MIo
,中央区,豊海町,-,中央区豊海町５−１ 豊海センタービル2階 豊海センタービル,35.6535033,139.7696804,豊海おさかなミュージアム,"museum, tourist_attraction, point_of_interest, establishment",3.6,21,ChIJFaigWtSLGGARdptHpiZqSPg
,中央区,勝どき１丁目,-,中央区勝どき１丁目９−８,35.6591015,139.7761674,勝どき・豊海歴史資料展示館（中央区まちかど展示館）,"museum, tourist_attraction, point_of_interest, establishment",4,4,ChIJs_ifWnyJGGAR9VIO005fvv4
,江東区,豊洲１丁目,-,江東区豊洲１丁目８ 有明通り,35.6444036,139.7920319,木遣り橋(きやりばし),"tourist_attraction, point_of_interest, establishment",3.9,20,ChIJAfg9jZCJGGARXNZhyE1pxVw
,江東区,豊洲２丁目,-,江東区豊洲２丁目４−９,35.6548755,139.7911163,アーバンゲートブリッジ,"tourist_attraction, point_of_interest, establishment",4.2,68,ChIJg2hxLJ-JGGARk1sAcBCtvTY
,江東区,豊洲６丁目,-,江東区豊洲６丁目２−１,35.6504634,139.7927032,豊洲六丁目第二公園,"park, tourist_attraction, point_of_interest, establishment",3.9,132,ChIJ8_L8-ZeJGGARmvM6G-F6IPs
,中央区,豊海町,-,中央区豊海町１５−１４ マルハニチロ物流Ａ棟,35.6506468,139.7682731,綺麗,"tourist_attraction, point_of_interest, establishment",0,0,ChIJT9a3cgCLGGARQQDr06WSXso
,江東区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,イベントスペース,"tourist_attraction, point_of_interest, establishment",0,0,ChIJUwHTNzWJGGARdwawFviLC7E
,江東区,豊洲６丁目,-,江東区豊洲６丁目５−１,35.64628,139.782728,千客万来 連絡橋,"tourist_attraction, point_of_interest, establishment",0,0,ChIJSyCFHQCJGGARIc99xpBChXQ
,江東区,豊洲２丁目,-,江東区豊洲２丁目４−４ ９３階キッザニア内,35.656345,139.7913545,裁判所,"tourist_attraction, point_of_interest, establishment",0,0,ChIJyZ10jJyJGGARn2qlNjZUg90
,江東区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,街時計,"tourist_attraction, point_of_interest, establishment",0,0,ChIJFyt0epaJGGARIqJUC4850-U
,江東区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,キッザニアパーティ 個室,"tourist_attraction, point_of_interest, establishment",0,0,ChIJTa3UO_KJGGARcYziWt1Bo48
,江東区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,ぽん酢工房,"tourist_attraction, point_of_interest, establishment",0,0,ChIJw6fNVlWJGGAR5xfXuG3GIVc
,江東区,豊洲６丁目,-,江東区豊洲６丁目５−５,35.6453866,139.7837181,豊洲目抜き大通り,"tourist_attraction, point_of_interest, establishment",4.1,8,ChIJy151egCJGGARskFd8VJqAhg
,江東区,豊洲６丁目,-,江東区豊洲６丁目５−５,35.6452893,139.7836279,目利き横丁,"tourist_attraction, point_of_interest, establishment",4,1,ChIJ94pzTwCJGGAR7dirQLWl7Ow
,中央区,豊海町,-,中央区豊海町３−１９,35.6531444,139.7724821,中央区立豊海運動公園,"park, tourist_attraction, point_of_interest, establishment",3.8,218,ChIJ00LkcdWLGGAR-da62MvKl2M
,港区,海岸１丁目,-,港区海岸１丁目４−８,35.6563276,139.7580924,浜松町駅−竹芝ふ頭歩行者デッキ,"tourist_attraction, point_of_interest, establishment",4.3,32,ChIJ06vkVaKLGGARBXghQBDKzB8
,江東区,豊洲６丁目,-,江東区豊洲６丁目２−３５,35.646484,139.7916094,豊洲六丁目公園,"park, tourist_attraction, point_of_interest, establishment",3.8,327,ChIJF9dvbpaJGGARDlVYFCFnFCY
,港区,海岸１丁目,-,港区海岸１丁目４−１,35.6549505,139.7587206,旧芝離宮恩賜庭園,"tourist_attraction, park, point_of_interest, establishment",4.3,2013,ChIJdW2DQ8-LGGARdN05HouZT6I
,港区,東新橋１丁目,虎ノ門広域,港区東新橋１丁目６−１ 日本テレビタワー,35.6644529,139.7605455,Nettle Tower in Shiodome,"tourist_attraction, point_of_interest, establishment",0,0,ChIJoYSsFwCLGGAR9cr8m8-0Ydw
,港区,東新橋１丁目,虎ノ門広域,港区東新橋１丁目６−１,35.6641255,139.7599544,日テレ大時計,"tourist_attraction, point_of_interest, establishment",4.4,1266,ChIJtQ9MisKLGGARlhNYGIrLAK4
,港区,西新橋２丁目,虎ノ門,港区西新橋２丁目１０−１３,35.6663773,139.7527195,港区立南桜公園,"park, tourist_attraction, point_of_interest, establishment",3.8,631,ChIJ_QAlUuuLGGARdGsUP8-SV8k
,港区,東新橋２丁目,虎ノ門広域,港区東新橋２丁目１７−１,35.6611334,139.7576256,汐留西公園,"park, tourist_attraction, point_of_interest, establishment",4,95,ChIJRWDA2MOLGGARRFPgUV34XMI
