指標名,コンビニ,,,,,,
出典,NAVITIME,,,,,,
年次,2023/1/20 取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,"（2020年度：2,130件、2021年度：2342件、2022年度：2305件）",,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
品川区,平塚一丁目,-,東京都品川区平塚1丁目21-4,ファミリーマート 品川平塚一丁目店,ファミリーマート,35.612624,139.715332
品川区,東大井一丁目,-,東京都品川区東大井1-3-23,ファミリーマート 伊勢彦鮫洲旧東海道店,ファミリーマート,35.604897,139.743284
品川区,東品川二丁目,-,東京都品川区東品川2-4-11,ファミリーマート 野村不動産天王洲ビル店,ファミリーマート,35.619826,139.751233
品川区,旗の台三丁目,-,東京都品川区旗の台3丁目12-5,ファミリーマート 旗の台駅前店,ファミリーマート,35.605041,139.703433
品川区,西五反田四丁目,-,東京都品川区西五反田4丁目26-5,ファミリーマート 小浦西五反田四丁目店,ファミリーマート,35.624616,139.709766
品川区,上大崎二丁目,-,東京都品川区上大崎2-17-2,ファミリーマート 目黒駅北店,ファミリーマート,35.635039,139.715132
品川区,荏原三丁目,-,東京都品川区荏原3丁目8-3 SUNエルクビル,ファミリーマート 武蔵小山パルム店,ファミリーマート,35.618003,139.706116
品川区,東五反田四丁目,-,東京都品川区東五反田4丁目5-9,ファミリーマート 東五反田四丁目店,ファミリーマート,35.630877,139.728762
品川区,西大井一丁目,-,東京都品川区西大井1-1-2ー103,ファミリーマート 西大井駅前店,ファミリーマート,35.601221,139.722015
品川区,戸越六丁目,-,東京都品川区戸越6-23-22,ファミリーマート 中延第二京浜店,ファミリーマート,35.606359,139.714294
品川区,中延四丁目,-,東京都品川区中延4丁目1ー21,ファミリーマート 品川中延四丁目店,ファミリーマート,35.606279,139.708908
品川区,二葉一丁目,-,東京都品川区二葉1丁目7番13号,ファミリーマート 品川区役所前店,ファミリーマート,35.608627,139.729535
品川区,小山三丁目,-,東京都品川区小山3-11-17,ファミリーマート 小山三丁目店,ファミリーマート,35.619797,139.706116
品川区,小山四丁目,-,東京都品川区小山4丁目4番地5号,ファミリーマート 武蔵小山店,ファミリーマート,35.618673,139.704121
品川区,大井一丁目,-,東京都品川区大井1丁目11-3,ファミリーマート 大井町駅西店,ファミリーマート,35.607542,139.732451
品川区,大井三丁目,-,東京都品川区大井3-4-8,ファミリーマート 品川大井三ツ又店,ファミリーマート,35.603334,139.732252
品川区,東品川四丁目,-,東京都品川区東品川4丁目12番10号,ファミリーマート 品川シーサイド駅前店,ファミリーマート,35.608472,139.749456
品川区,大崎一丁目,-,東京都品川区大崎1丁目11番1号,ファミリーマート ゲートシティ大崎店,ファミリーマート,35.619546,139.730326
品川区,戸越一丁目,-,東京都品川区戸越1-19-15,ファミリーマート 戸越銀座東店,ファミリーマート,35.614892,139.720469
品川区,戸越六丁目,-,東京都品川区戸越6-22-9,ファミリーマート 戸越六丁目店,ファミリーマート,35.60604,139.715511
品川区,旗の台二丁目,-,東京都品川区旗の台2-9-19,ファミリーマート 旗の台二丁目店,ファミリーマート,35.605744,139.703642
品川区,東品川一丁目,-,東京都品川区東品川1丁目32-3,ファミリーマート 東品川店,ファミリーマート,35.620055,139.746163
品川区,西品川一丁目,-,東京都品川区西品川1丁目1-1,ファミリーマート 日本アクセス大崎本社店,ファミリーマート,35.614938,139.731068
品川区,中延二丁目,-,東京都品川区中延2-6-18,ファミリーマート 中延二丁目店,ファミリーマート,35.610955,139.711487
品川区,中延六丁目,-,東京都品川区中延6-1-15,ファミリーマート 品川中延六丁目店,ファミリーマート,35.603099,139.711043
品川区,上大崎二丁目,-,東京都品川区上大崎2丁目12番2号ミズホビル1F,ファミリーマート 目黒駅東店,ファミリーマート,35.634934,139.716569
品川区,上大崎三丁目,-,東京都品川区上大崎3-14-34 十一屋ヒ ?ル,ファミリーマート 上大崎店,ファミリーマート,35.629258,139.719901
品川区,東品川四丁目,-,東京都品川区東品川4-12-6,ファミリーマート 品川シーサイド店,ファミリーマート,35.610236,139.749157
品川区,西五反田一丁目,-,東京都品川区西五反田1-4-8,ファミリーマート 西五反田一丁目店,ファミリーマート,35.62527,139.723153
品川区,平塚二丁目,-,東京都品川区平塚2丁目3-11,ファミリーマート 品川平塚店,ファミリーマート,35.618257,139.717566
品川区,荏原二丁目,-,東京都品川区荏原2丁目3番地7号,ファミリーマート 品川荏原二丁目店,ファミリーマート,35.617565,139.712399
品川区,西大井一丁目,-,東京都品川区西大井1丁目8-2,ファミリーマート 西大井一丁目店,ファミリーマート,35.600925,139.722754
品川区,大井一丁目,-,東京都品川区大井1丁目31-1,ファミリーマート シティタワー大井町店,ファミリーマート,35.6055,139.730833
品川区,東品川四丁目,-,東京都品川区東品川4丁目3-1,ファミリーマート 東品川四丁目店,ファミリーマート,35.610995,139.746482
品川区,東五反田二丁目,-,東京都品川区東五反田2丁目16-1-103,ファミリーマート 大崎駅東店,ファミリーマート,35.622762,139.729199
品川区,北品川三丁目,-,東京都品川区北品川3丁目6-2,ファミリーマート 北品川三丁目店,ファミリーマート,35.620415,139.739537
品川区,東五反田四丁目,-,東京都品川区東五反田4丁目11-10,ファミリーマート NTT関東病院前店,ファミリーマート,35.630009,139.725886
品川区,西大井四丁目,-,東京都品川区西大井4-17-12,ファミリーマート 西大井四丁目店,ファミリーマート,35.594825,139.718285
品川区,二葉三丁目,-,東京都品川区二葉3丁目29-10,ファミリーマート 二葉三丁目店,ファミリーマート,35.601802,139.719841
品川区,東五反田二丁目,-,東京都品川区東五反田2丁目9-11,ファミリーマート さくらてらす五反田店,ファミリーマート,35.624284,139.726136
品川区,西五反田二丁目,-,東京都品川区西五反田2-27-3,ファミリーマート 西五反田二丁目店,ファミリーマート,35.625062,139.721231
品川区,東五反田五丁目,-,東京都品川区東五反田5丁目25-18 KECビル,ファミリーマート 東五反田桜田通り店,ファミリーマート,35.627599,139.724529
品川区,戸越六丁目,-,東京都品川区戸越6-7-26,ローソン・スリーエフ 品川戸越公園駅前店,ローソン,35.608354,139.717913
品川区,上大崎二丁目,-,東京都品川区上大崎2 目黒駅 B1F ホーム五反田方,NewDays(ニューデイズ) ミニ 目黒2号,NewDays,35.634093,139.715833
品川区,荏原一丁目,-,東京都品川区荏原1-16-1,ローソンLTF 荏原一丁目店,ローソン,35.619557,139.716469
品川区,上大崎三丁目,-,東京都品川区上大崎3丁目1-1,ファミリーマート アトレ目黒店,ファミリーマート,35.63341,139.716748
品川区,大崎一丁目,-,東京都品川区大崎1 大崎駅2F 南口改札内,NewDays(ニューデイズ) 大崎南口店,NewDays,35.619851,139.728189
品川区,大井一丁目,-,東京都品川区大井1 大井町駅1F 東口改札内,NEWDAYS MINI(ニューデイズミニ) 大井町6号店,NewDays,35.607615,139.734659
品川区,大井一丁目,-,東京都品川区大井1 大井町駅8りんかい) 1F・改札外コンコース,NewDays(ニューデイズ) りんかい大井町店,NewDays,35.607615,139.734659
品川区,大崎一丁目,-,東京都品川区大崎1 大崎駅2F北口改札外正面,NewDays(ニューデイズ) 大崎北口店,NewDays,35.619851,139.728189
品川区,大崎一丁目,-,東京都品川区大崎1 大崎駅2F・改札内,NewDays(ニューデイズ) 大崎店,NewDays,35.619851,139.728189
品川区,北品川四丁目,-,東京都品川区北品川4丁目7-35,ファミリーマート 御殿山トラストタワー店,ファミリーマート,35.622235,139.736917
品川区,東品川二丁目,-,東京都品川区東品川2丁目5-8,ファミリーマート 天王洲パークサイドビル店,ファミリーマート,35.621308,139.750275
品川区,西五反田二丁目,-,東京都品川区西五反田2丁目6-8,ファミリーマート 五反田駅前店,ファミリーマート,35.626529,139.722714
品川区,豊町四丁目,-,東京都品川区豊町4丁目20-11,ファミリーマート 品川豊町四丁目店,ファミリーマート,35.60426,139.721317
品川区,東中延二丁目,-,東京都品川区東中延2丁目10-11,ファミリーマート 中延駅前店,ファミリーマート,35.606243,139.712798
品川区,上大崎二丁目,-,東京都品川区上大崎2丁目14-9,ファミリーマート 目黒駅東口店,ファミリーマート,35.634051,139.716972
品川区,東品川四丁目,-,東京都品川区東品川4丁目10-27,リーベンハウス品川ビル店,その他コンビニ,35.607026,139.745803
品川区,西大井二丁目,-,東京都品川区西大井2-4-7,トムキャット,その他コンビニ,35.599956,139.723113
品川区,上大崎二丁目,-,東京都品川区上大崎2丁目16-9,ニューデイズミニ目黒2号,NewDays,35.634472,139.71591
品川区,西品川一丁目,-,東京都品川区西品川1丁目1-1,リーベンハウス大崎ガーデンタワー店,その他コンビニ,35.614938,139.731068
品川区,東五反田二丁目,-,東京都品川区東五反田2丁目18-1,cisca大崎フォレストビル店,その他コンビニ,35.624142,139.729598
品川区,大井一丁目,-,東京都品川区大井1丁目2-12,ニューデイズ大井町中央口改札外,NewDays,35.60622,139.734833
品川区,荏原四丁目,-,東京都品川区荏原4丁目13-5,冨士屋酒店,その他コンビニ,35.615225,139.706194
品川区,南大井四丁目,-,東京都品川区南大井4-9-2,株式会社貴田商店,その他コンビニ,35.596391,139.735525
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2丁目20-11 小寺ビル1F,ファミリーマート 宮益坂下店,ファミリーマート,35.659504,139.703076
渋谷区,神泉町,-,東京都渋谷区神泉町10-9,ナチュラルローソン NL渋谷神泉町店,ローソン,35.655112,139.692823
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1丁目19-11,ファミリーマート 原宿竹下口店,ファミリーマート,35.671872,139.703303
渋谷区,大山町,-,東京都渋谷区大山町2-10,ローソン 渋谷大山町店,ローソン,35.668101,139.675545
渋谷区,猿楽町,-,東京都渋谷区猿楽町8-9,ナチュラルローソン 渋谷代官山店,ローソン,35.651465,139.703383
渋谷区,恵比寿二丁目,-,東京都渋谷区恵比寿2丁目29-2,ファミリーマート 恵比寿二丁目店,ファミリーマート,35.64513,139.721597
渋谷区,円山町,-,東京都渋谷区円山町19-1,ローソン 渋谷道玄坂上店,ローソン,35.656785,139.694759
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2-10-12,セブンイレブン 渋谷道玄坂中央店,セブンイレブン,35.65833,139.697798
渋谷区,渋谷二丁目,-,東京都渋谷区道玄坂1-1-1,ローソン メトロス渋谷店,ローソン,35.657953,139.701742
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1,セブンイレブン 渋谷セルリアンタワー店,セブンイレブン,35.656409,139.699354
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-6-12,セブンイレブン 原宿竹下通り店,セブンイレブン,35.671125,139.705238
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1ー3ー3,セブンイレブン 渋谷中央街店,セブンイレブン,35.658084,139.700132
渋谷区,広尾五丁目,-,東京都渋谷区広尾5-5-2,セブンイレブン 広尾駅前店,セブンイレブン,35.650559,139.722075
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-34-17,セブンイレブン 代官山鎗ヶ崎店,セブンイレブン,35.647096,139.702505
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町19-15,セブンイレブン 渋谷鶯谷町店,セブンイレブン,35.653478,139.698979
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2丁目29-8,ファミリーマート 道玄坂センタービル店,ファミリーマート,35.659235,139.697932
渋谷区,恵比寿南二丁目,-,東京都渋谷区恵比寿南2-2-2,ローソン H恵比寿店,ローソン,35.645805,139.707552
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ヶ谷4-3-1,ローソン 北参道駅前店,ローソン,35.679384,139.704498
渋谷区,神山町,-,東京都渋谷区神山町6-4 ラビアンヌビル1階,ファミリーマート 渋谷NHK前店,ファミリーマート,35.664698,139.694149
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-11-1,ナチュラルローソン 渋谷一丁目店,ローソン,35.661032,139.70448
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2-16-4,セブンイレブン 渋谷道玄坂店,セブンイレブン,35.658767,139.696921
渋谷区,東四丁目,-,東京都渋谷区東4-8-1,セブンイレブン 渋谷東4丁目店,セブンイレブン,35.655649,139.713646
渋谷区,東一丁目,-,東京都渋谷区東1-3-10,ローソン 渋谷東一丁目店,ローソン,35.657287,139.70819
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-7-5青山セブンハイツ,ファミリーマート 宮益坂上店,ファミリーマート,35.660683,139.706335
渋谷区,宇田川町,-,東京都渋谷区宇田川町15番1号渋谷パルコDGビル,ファミリーマート パンゲアストア渋谷店,ファミリーマート,35.661768,139.698499
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2丁目12-2,ミニストップ 神宮前2丁目店,ミニストップ,35.674115,139.712346
渋谷区,神宮前一丁目,-,東京都渋谷区渋谷区神宮前1丁目8-8,ミニストップ 神宮前1丁目店,ミニストップ,35.669942,139.706176
渋谷区,上原二丁目,-,東京都渋谷区上原2-28-3,セブンイレブン 渋谷上原2丁目店,セブンイレブン,35.663261,139.682543
渋谷区,本町三丁目,-,東京都渋谷区本町3-1-1,セブンイレブン 渋谷本町3丁目店,セブンイレブン,35.686602,139.685056
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ケ谷4-21-5,セブンイレブン 千駄ケ谷店,セブンイレブン,35.680099,139.706804
渋谷区,東二丁目,-,東京都渋谷区東2-20-13 シャトレー渋谷1F,ローソンストア100 渋谷店,ローソンストア100,35.653382,139.709048
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-12-12,ローソン 恵比寿西一丁目店,ローソン,35.647411,139.707352
渋谷区,宇田川町,-,東京都渋谷区宇田川町39-2,ローソン 渋谷区井の頭通店,ローソン,35.662197,139.696799
渋谷区,広尾一丁目,-,東京都渋谷区広尾1-16-3,ローソン H広尾一丁目店,ローソン,35.648612,139.711282
渋谷区,宇田川町,-,東京都渋谷区宇田川町34-3 サイトービル3,ファミリーマート 渋谷東急本店前店,ファミリーマート,35.661157,139.696438
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-21-1,ローソン 渋谷ヒカリエ店,ローソン,35.659055,139.703529
渋谷区,神南一丁目,-,東京都渋谷区神南1-6-12,デイリーヤマザキ 渋谷区神南店,デイリーヤマザキ,35.664538,139.699494
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4丁目3番1号,ファミリーマート 恵比寿駅東口店,ファミリーマート,35.646071,139.711207
渋谷区,代々木二丁目,-,東京都渋谷区代々木2丁目7-5,ファミリーマート 新宿駅南店,ファミリーマート,35.687726,139.699534
渋谷区,代々木四丁目,-,東京都渋谷区代々木4丁目2-3,ファミリーマート 参宮橋駅前店,ファミリーマート,35.678815,139.693355
渋谷区,桜丘町,-,東京都渋谷区桜丘町6-6,ミニストップ 渋谷桜丘店,ミニストップ,35.654343,139.703004
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ケ谷1丁目30-8 ダヴィンチ千駄ヶ谷 101,ミニストップ 千駄ヶ谷駅前店,ミニストップ,35.68096,139.709984
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2丁目6-11,ミニストップ 道玄坂2丁目店,ミニストップ,35.658808,139.698496
渋谷区,代々木二丁目,-,東京都渋谷区代々木2丁目16-2,ミニストップ 代々木2丁目店,ミニストップ,35.686392,139.695724
渋谷区,広尾一丁目,-,東京都渋谷区広尾1丁目14-15,ミニストップ 広尾1丁目店,ミニストップ,35.648085,139.714793
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-12-12,セブンイレブン 渋谷区渋谷2の南店,セブンイレブン,35.658646,139.70827
渋谷区,桜丘町,-,東京都渋谷区桜丘町4-14,セブンイレブン 渋谷桜丘東店,セブンイレブン,35.654501,139.704201
渋谷区,本町四丁目,-,東京都渋谷区本町4-19-4,セブンイレブン 渋谷本町4丁目店,セブンイレブン,35.688217,139.679712
渋谷区,上原一丁目,-,東京都渋谷区上原1-3-4,セブンイレブン 上原店,セブンイレブン,35.668275,139.687085
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-10-13,セブンイレブン 渋谷金王坂上店,セブンイレブン,35.660237,139.706584
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ケ谷3丁目16-5,ミニストップ 千駄ヶ谷3丁目店,ミニストップ,35.675792,139.706814
渋谷区,本町六丁目,-,東京都渋谷区本町6丁目35-4,ミニストップ 渋谷本町6丁目店,ミニストップ,35.68007,139.676921
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町3-1 国立オリンピック青少年総合センター宿泊D棟1F,生活彩家 青少年総合センター店,その他コンビニ,35.674414,139.693173
渋谷区,恵比寿南三丁目,-,東京都渋谷区恵比寿南3-2-17,セブンイレブン 渋谷恵比寿南3丁目店,セブンイレブン,35.646177,139.705218
渋谷区,神山町,-,東京都渋谷区神山町24-3,セブンイレブン 神山店,セブンイレブン,35.6627,139.687927
渋谷区,本町二丁目,-,東京都渋谷区本町2ー12ー3,セブンイレブン 渋谷本町2丁目店,セブンイレブン,35.683168,139.681506
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-18-13,セブンイレブン 渋谷恵比寿1丁目店,セブンイレブン,35.647214,139.714813
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-23-10,セブンイレブン 渋谷千駄ヶ谷3丁目店,セブンイレブン,35.676631,139.708233
渋谷区,本町五丁目,-,東京都渋谷区本町5-44-7,セブンイレブン 渋谷本町店,セブンイレブン,35.68285,139.674209
渋谷区,元代々木町,-,東京都渋谷区元代々木町7-1,セブンイレブン 元代々木町店,セブンイレブン,35.670037,139.686292
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-23-1,セブンイレブン 渋谷代々木2丁目店,セブンイレブン,35.685438,139.698078
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-10-1,セブンイレブン 新宿駅西店,セブンイレブン,35.688056,139.698437
渋谷区,神宮前四丁目,-,東京都渋谷区神宮前4-8-1,セブンイレブン 神宮前店,セブンイレブン,35.66824,139.711764
渋谷区,宇田川町,-,東京都渋谷区宇田川町37-11,セブンイレブン 渋谷宇田川町北店,セブンイレブン,35.662238,139.695565
渋谷区,東三丁目,-,東京都渋谷区東3ー15ー4,セブンイレブン 渋谷東3丁目店,セブンイレブン,35.650786,139.709148
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2-25-5,セブンイレブン 渋谷神宮前2丁目西店,セブンイレブン,35.674169,139.710584
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-13-5,セブンイレブン 渋谷3丁目明治通り店,セブンイレブン,35.655767,139.706415
渋谷区,南平台町,-,東京都渋谷区南平台町16-28,セブンイレブン 渋谷南平台町店,セブンイレブン,35.654823,139.695048
渋谷区,広尾五丁目,-,東京都渋谷区広尾5-8-18,セブンイレブン 渋谷広尾5丁目店,セブンイレブン,35.648361,139.720798
渋谷区,幡ケ谷二丁目,-,東京都渋谷区幡ヶ谷2-14-9,セブンイレブン 渋谷幡ヶ谷駅前店,セブンイレブン,35.677319,139.676073
渋谷区,代々木一丁目,-,東京都渋谷区代々木1-30-1,セブンイレブン 渋谷代々木1丁目南店,セブンイレブン,35.682244,139.701766
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-7-9,セブンイレブン 恵比寿駅東口店,セブンイレブン,35.648055,139.710744
渋谷区,桜丘町,-,東京都渋谷区桜丘町18-6,セブンイレブン 渋谷桜丘店,セブンイレブン,35.655881,139.70085
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-11-6,セブンイレブン 渋谷1丁目店,セブンイレブン,35.660833,139.70452
渋谷区,代々木三丁目,-,東京都渋谷区代々木3-26-2,セブンイレブン 代々木3丁目店,セブンイレブン,35.684521,139.691915
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-6-1 イースト渋谷ビル1F,セブンイレブン 渋谷3丁目六本木通り店,セブンイレブン,35.657913,139.704839
渋谷区,神南一丁目,-,東京都渋谷区神南1丁目11-5,セブンイレブン 渋谷神南1丁目店,セブンイレブン,35.662424,139.701249
渋谷区,恵比寿南一丁目,-,東京都渋谷区恵比寿南1-25-1,セブンイレブン 恵比寿アメリカ橋店,セブンイレブン,35.642817,139.711901
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ヶ谷1丁目20-1,セブンイレブン 渋谷千駄ヶ谷1丁目店,セブンイレブン,35.679481,139.710644
渋谷区,本町一丁目,-,東京都渋谷区本町1-53-11,セブンイレブン 渋谷オペラ通り店,セブンイレブン,35.682843,139.684397
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2-11-4,セブンイレブン 渋谷道玄坂2丁目店,セブンイレブン,35.657664,139.696126
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-33-6,セブンイレブン 北参道駅前店,セブンイレブン,35.677267,139.706515
渋谷区,富ケ谷一丁目,-,東京都渋谷区富ヶ谷1丁目19-4,セブンイレブン 渋谷代々木公園店,セブンイレブン,35.665873,139.692075
渋谷区,幡ケ谷一丁目,-,東京都渋谷区幡ヶ谷1-11-11,セブンイレブン 渋谷笹塚東店,セブンイレブン,35.674195,139.671936
渋谷区,西原三丁目,-,東京都渋谷区西原3ー7ー3,セブンイレブン 代々木上原駅前店,セブンイレブン,35.669987,139.681128
渋谷区,東一丁目,-,東京都渋谷区東1丁目25-2,セブンイレブン 渋谷東1丁目店,セブンイレブン,35.654636,139.708473
渋谷区,東三丁目,-,東京都渋谷区東3-22-14,セブンイレブン 恵比寿駅北店,セブンイレブン,35.650284,139.708648
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-54,セブンイレブン 原宿外苑店,セブンイレブン,35.674646,139.705078
渋谷区,宇田川町,-,東京都渋谷区宇田川町10-2,セブンイレブン 渋谷神南小学校西店,セブンイレブン,35.662725,139.69718
渋谷区,初台二丁目,-,東京都渋谷区初台2-6-9,セブンイレブン 初台店,セブンイレブン,35.675097,139.68471
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-12-4,セブンイレブン 渋谷2丁目中央店,セブンイレブン,35.658669,139.70815
渋谷区,渋谷四丁目,-,東京都渋谷区渋谷4丁目4番25号,セブンイレブン IVYCS青山学院女子短期大学店,セブンイレブン,35.659733,139.710843
渋谷区,渋谷四丁目,-,東京都渋谷区渋谷4丁目4番25号,セブンイレブン IVYCS青山学院大学1号館店,セブンイレブン,35.659733,139.710843
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-22-21,セブンイレブン 渋谷恵比寿1丁目南店,セブンイレブン,35.646162,139.713756
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-35-6,セブンイレブン 渋谷恵比寿1丁目東店,セブンイレブン,35.645755,139.716449
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-13-4,セブンイレブン 西新宿甲州街道店,セブンイレブン,35.687155,139.69632
渋谷区,東一丁目,-,東京都渋谷区東1-32-12,セブンイレブン 渋谷並木橋店,セブンイレブン,35.653794,139.706056
渋谷区,宇田川町,-,東京都渋谷区宇田川町2-1,セブンイレブン 渋谷公園通り店,セブンイレブン,35.663663,139.698756
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3-25-5,セブンイレブン 渋谷原宿通り店,セブンイレブン,35.671452,139.708115
渋谷区,代々木一丁目,-,東京都渋谷区代々木1-36-1,セブンイレブン 代々木駅北口店,セブンイレブン,35.684062,139.701209
渋谷区,笹塚三丁目,-,東京都渋谷区笹塚3-41-1,セブンイレブン 笹塚店,セブンイレブン,35.679204,139.669057
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-3-11,セブンイレブン 渋谷駅西店,セブンイレブン,35.658281,139.699634
渋谷区,神宮前四丁目,-,東京都渋谷区神宮前4丁目2番12,セブンイレブン 原宿表参道店,セブンイレブン,35.666333,139.710983
渋谷区,初台一丁目,-,東京都渋谷区初台1丁目37-5,セブンイレブン 渋谷初台1丁目店,セブンイレブン,35.679741,139.68689
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-23-17,セブンイレブン 代々木イースト店,セブンイレブン,35.68362,139.703172
渋谷区,代々木四丁目,-,東京都渋谷区代々木4丁目10-8,セブンイレブン 代々木参宮橋店,セブンイレブン,35.678281,139.692354
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-19-1,セブンイレブン 渋谷駅東口店,セブンイレブン,35.657664,139.702745
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2丁目6番10号,セブンイレブン 神宮外苑西店,セブンイレブン,35.672761,139.711542
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-56-10,セブンイレブン 渋谷笹塚駅北店,セブンイレブン,35.674302,139.667969
渋谷区,笹塚二丁目,-,東京都渋谷区笹塚2丁目10番5,セブンイレブン 笹塚2丁目10号通り店,セブンイレブン,35.675521,139.668184
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1丁目10番5号,セブンイレブン 渋谷道玄坂1丁目店,セブンイレブン,35.657087,139.699116
渋谷区,恵比寿三丁目,-,東京都渋谷区恵比寿3丁目3-3,セブンイレブン 渋谷恵比寿3丁目店,セブンイレブン,35.645028,139.718125
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ヶ谷4丁目30番3号,セブンイレブン 代々木千駄ヶ谷4丁目店,セブンイレブン,35.681552,139.703303
渋谷区,宇田川町,-,東京都渋谷区宇田川町1-1,セブンイレブン 渋谷区役所店,セブンイレブン,35.663721,139.697918
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-10-5,セブンイレブン 恵比寿駅前店,セブンイレブン,35.646762,139.710963
渋谷区,代官山町,-,東京都渋谷区代官山町14-23,セブンイレブン 渋谷代官山店,セブンイレブン,35.650511,139.703283
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ヶ谷2-9-18,セブンイレブン 渋谷富ヶ谷2丁目店,セブンイレブン,35.665015,139.686905
渋谷区,本町一丁目,-,東京都渋谷区本町1-10-1,セブンイレブン 渋谷本町1丁目店,セブンイレブン,35.680136,139.683859
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-31-16,セブンイレブン 代官山駅東店,セブンイレブン,35.648028,139.704959
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-23-10,セブンイレブン 渋谷千駄ヶ谷3丁目店,セブンイレブン,35.676631,139.708233
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ヶ谷1-20-6,ローソン 千駄ヶ谷一丁目店,ローソン,35.678897,139.710305
渋谷区,神宮前四丁目,-,東京都渋谷区神宮前4-29-3,ローソン 神宮前四丁目店,ローソン,35.668262,139.706521
渋谷区,本町一丁目,-,東京都渋谷区本町1-21-12,ローソン 渋谷本町一丁目店,ローソン,35.678468,139.679712
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町15-9,ローソン 渋谷鶯谷町店,ローソン,35.654155,139.700571
渋谷区,広尾五丁目,-,東京都渋谷区広尾5-8-16,ローソン 広尾五丁目店,ローソン,35.648313,139.721048
渋谷区,円山町,-,東京都渋谷区円山町11-10,ローソン 円山町店,ローソン,35.659198,139.694179
渋谷区,富ケ谷一丁目,-,東京都渋谷区富ヶ谷1-6-9,ローソン 富ヶ谷一丁目店,ローソン,35.669069,139.689323
渋谷区,神山町,-,東京都渋谷区神山町12-3,ローソン 神山店,ローソン,35.66295,139.694348
渋谷区,代々木一丁目,-,東京都渋谷区代々木1-10-1,ローソン 代々木一丁目店,ローソン,35.681979,139.697898
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-28-9,ローソン 笹塚駅前店,ローソン,35.672996,139.667352
渋谷区,西原一丁目,-,東京都渋谷区西原1丁目15番10号,セブンイレブン 渋谷西原1丁目店,セブンイレブン,35.675042,139.679034
