0,1,2,3,4,5,6,7,8
,千代田区,日比谷公園,-,千代田区日比谷公園1-5,35.6723719,139.754036,SPORTS STATION Hibiya Park(スポーツ ステーション ヒビヤ パーク),スポーツ施設/運動公園
,千代田区,神田小川町２丁目,-,千代田区神田小川町2-3-3神田小川町skyビルディング1f,35.6940917,139.7642096,FUSO SKI&BOOTSTUNE(フソウ スキー アンド ブーツチューン),スポーツ用品/スポーツウェア
,千代田区,神田駿河台４丁目,-,千代田区神田駿河台4-3お茶の水サンクレール1f,35.69903,139.7648086,Dr.stretch(ドクター ストレッチ) お茶の水店,スポーツクラブ/フィットネスクラブ
,千代田区,神田小川町２丁目,-,千代田区神田小川町2-3-12,35.6941403,139.7643328,FUSO-SNOWBOARD(フソウ スノーボード) ウエア&アクセ館,スポーツ用品/スポーツウェア
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-9-111f,35.6823687,139.7632612,St ANDREWS(セント アンドリュース) 大丸東京店,ゴルフショップ
,千代田区,神田小川町３丁目,-,千代田区神田小川町3-6-6大栄堂ビル1-2f,35.6952575,139.7621531,Goldwin(ゴールドウィン) THE NORTH FACE神田店,スポーツ用品/スポーツウェア
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-9-1大丸東京店11f,35.6814742,139.7689286,adabat(アダバット) 大丸東京店,スポーツ用品/スポーツウェア
,千代田区,神田須田町１丁目,-,千代田区神田須田町1-185f,35.696034,139.7696807,体育・スポーツ家庭教師ファースト 東京本社,スポーツスクール/体験
,千代田区,相生町１丁目,-,千代田区相生町1センタープレイスビルb1f,35.6992908,139.7739578,BurnesStyle AKIHABARA(バーネススタイル アキハバラ),スポーツクラブ/フィットネスクラブ
,千代田区,一番町,-,千代田区一番町6-8b1f,35.6873201,139.7413594,GOLF FUNP(ゴルフ ファンプ),ゴルフ練習場
,千代田区,神田花岡町,-,千代田区神田花岡町1-1ヨドバシカメラマルチメディアakiba9f,35.698917,139.774798,Akiba Golf Studio(アキバゴルフスタジオ),ゴルフ練習場
,千代田区,神田三崎町２丁目,-,千代田区神田三崎町2-6-6光建ビル3-5f,35.7002316,139.7538779,格闘技ジム アカデミア・アーザ,スポーツクラブ/フィットネスクラブ
,千代田区,内幸町１丁目,-,千代田区内幸町1-7-1日比谷okurojig11ginzaside,35.6697753,139.7588194,finetrack HIBIYA HUT(ファイントラック ヒビヤ ハット),スポーツ用品/スポーツウェア
,千代田区,神田小川町２丁目,-,千代田区神田小川町2-4-6outdoorplaza5f,35.6947585,139.7639938,RDC BASE(アールディーシー ベース) 神田小川町店,スポーツ施設/運動公園
,千代田区,富士見２丁目,-,千代田区富士見2-4-9千代田富士見スカイマンション209,35.6998004,139.7459431,Y personal training gym(ワイ パーソナル トレーニング ジム) ワイジム,スポーツクラブ/フィットネスクラブ
,千代田区,神田三崎町２丁目,-,千代田区神田三崎町2-17-9acn水道橋駅前ビルb1f,35.7012894,139.7534088,ACN GOLF RANGE(エーシーエヌ ゴルフ レンジ) 水道橋,ゴルフ練習場
,千代田区,有楽町２丁目,大丸有,千代田区有楽町2-10-1東京交通会館内,35.6749107,139.7647059,STEPGOLF PREMIUM YURAKUCHO(ステップゴルフ プレミアム ユウラクチョウ) 東京交通会館店,ゴルフ練習場
,千代田区,六番町,-,千代田区六番町1-7,35.6876188,139.7347034,MTX ACADEMY(アカデミー),スポーツクラブ/フィットネスクラブ
,千代田区,麹町２丁目,-,千代田区麹町2-8-5麹町285ビルb1f,35.6850572,139.7401825,キャピタルゴルフレンジ,ゴルフ練習場
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-9-1大丸東京店11fゴルフウェア・ゴルフギア売場,35.6814742,139.7689286,FUSO DREAM(フソウ ドリーム)工房 大丸東京店,ゴルフショップ
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-9-1大丸東京店11階,35.6814742,139.7689286,石井スポーツ 大丸東京店,スポーツ用品/スポーツウェア
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-7-1有楽町電気ビル1f,35.6743712,139.7614382,BEAMS&WINDS(ビームス アンド ウインズ) 有楽町,その他洋服/洋品
,千代田区,神田神保町２丁目,-,千代田区神田神保町2-10-31iwビル6f,35.697133,139.7556294,studio Body Link(スタジオ ボディ リンク),スポーツスクール/体験
,千代田区,神田神保町２丁目,-,千代田区神田神保町2-41f,35.69680719999999,139.7565829,AirFly TOKYO(エアフライ トウキョウ),スポーツ用品/スポーツウェア
,千代田区,九段南４丁目,-,千代田区九段南4-7-22メゾンドシャルー104号,35.6911672,139.7392169,WISE 1 GOLF SQUARE(ワイズワン ゴルフ スクエア) 市ヶ谷店,スポーツスクール/体験
,千代田区,神田須田町２丁目,-,千代田区神田須田町2-1-3bp秋葉原ビル2f,35.6960829,139.7714579,パーソナルトレーニングジムREAL WORKOUT(リアルワークアウト) 秋葉原・神田店,スポーツクラブ/フィットネスクラブ
,千代田区,平河町２丁目,-,千代田区平河町2-5-5全国旅館会館ビルb1f,35.67993,139.7392827,永田町パーソナルジムObito(オビト),スポーツクラブ/フィットネスクラブ
,千代田区,神田神保町１丁目,-,千代田区神田神保町1-103東京パークタワー1f,35.6942062,139.7592182,LoungeRange(ラウンジレンジ) 神保町,ゴルフ練習場
,千代田区,鍛冶町２丁目,-,千代田区鍛冶町2-9-4日宝神田イーストii5f,35.693044,139.7719072,Apple GYM(アップルジム) 神田店,スポーツクラブ/フィットネスクラブ
