0,1,2,3,4,5,6,7,8,9
,,,,,,,,,
,指標名,病院・診療所・クリニック,,,,,,,
,新宿区,新宿７丁目,-,東京都新宿区新宿7-27-12コンフォリア東新宿ステーションフロント2f,35.6991118,139.7080044,医療法人社団Heartbeat 新宿内科耳鼻科クリニック,内科 耳鼻いんこう科 呼吸器内科 循環器内科 糖尿病内科 新宿内科耳鼻科,https://higashi-shinjuku-cl.com/
,新宿区,新宿３丁目,-,東京都新宿区新宿3-23-12新宿パンドラビル6階,35.6933851,139.7011637,新宿東口プライマリケアクリニック,内科 アレルギー科 腎臓内科 糖尿病内科 呼吸器内科 循環器内科 消化器内科 内分泌内科 代謝内科,https://shinjuku.clinic/
,新宿区,西新宿６丁目,-,東京都新宿区西新宿6-6-2新宿国際ビルディング地下1階ヒルトピア内(ヒルトン東京地下街),35.6925835,139.6911889,西新宿サテライトクリニック,内科 循環器内科 皮膚科,https://ns-scl.com/
,新宿区,神楽坂６丁目,-,東京都新宿区神楽坂6-42神楽坂喜多川ビル1階,35.7035779,139.735101,神楽坂内科・脳神経内科クリニック,内科 脳神経内科 神経内科 神楽坂内科・脳神経内科 3年前から頭痛がひどく、はり・灸、整体、カイロ、大きな病院の脳神経内科,https://kagurazakanaika.wixsite.com/kagurazakaclinic
,新宿区,新宿５丁目,-,東京都新宿区新宿5-6-2神谷ビル402,35.6919092,139.7094821,K clinic,内科 眼科 美容皮膚科 飛蚊症の心配で来院。マンションの一室でこじんまりと営んでおられるようですが、眼科,http://kclinic-shinjuku.com/
,新宿区,神楽坂５丁目,-,東京都新宿区神楽坂5-21-1長谷川ビル2f,35.7023365,139.7377608,神楽坂みなみの眼科,眼科 神楽坂みなみの眼科,https://www.minamino-ganka.com/
,新宿区,河田町,-,東京都新宿区河田町3-10河田町安田ビル3階,35.696049,139.7197564,おうえケアとわクリニック,内科 救急科 消化器内科 小児科 皮膚科 外科,https://oue-c-clinic.com/
,新宿区,西新宿１丁目,-,東京都新宿区西新宿1-19-12鮎沢ビル8f,35.6883288,139.6967929,惠クリニック,0,http://www.keiclinic.com/
,新宿区,西新宿五-２丁目,-,東京都新宿区西新宿五-2-1シティタワー新宿アネックス201-2,35.6950842,139.6873011,西新宿内科つながりクリニック,内科 循環器内科 呼吸器内科 脳神経内科 西新宿内科,https://tsunagari-clinic.com/
,新宿区,新宿二-１丁目,-,東京都新宿区新宿二-12-4アコード新宿ビル8階,35.6906152,139.7073596,吉幸会 新宿おしりのクリニック,肛門外科 性感染症外科,https://shinjuku-oshiri.com/
,新宿区,左門町,-,東京都新宿区左門町20四谷メディカルビル6f,35.68523,139.7203372,医療法人社団 信濃会 左門町クリニック,循環器内科,https://www.shinanokai.com/samoncho/
,新宿区,西新宿２丁目,-,東京都新宿区西新宿2-1-1新宿三井ビルディング4f,35.6919228,139.6938894,医療法人社団翠聖会 新宿西口歯科医院,歯科 歯科口腔外科 矯正歯科 小児歯科,https://www.ikashika.jp/
,新宿区,若松町,-,東京都新宿区若松町10-1日生ビル4階,35.6999944,139.7182047,シープデンタルクリニック,歯科 小児歯科 歯科口腔外科,http://www.sheepdental.com/
,新宿区,大久保２丁目,-,東京都新宿区大久保2-11-15大林ビル1・2f,35.7034546,139.7069427,医療法人社団三育会 新宿ヒロクリニック,内科 整形外科,http://www.hiro-clinic.com/
,新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-17-6ゆう文ビル3f,35.7135301,139.705238,高田馬場駅前メディカルクリニック,内科 外科 消化器内科 内視鏡内科 肛門内科 肛門外科,https://t-mclinic.jp/
,新宿区,西新宿７丁目,-,東京都新宿区西新宿7-1-10守矢ビル8階,35.6948002,139.6989028,ユナイテッドクリニック新宿西口本院,内科 皮膚科 泌尿器科,https://united-clinic.jp/
,新宿区,中里町,-,東京都新宿区中里町13,35.7054466,139.7322448,神楽坂泌尿器科クリニック,神楽坂泌尿器科,https://kagurazaka-urology.com/
,新宿区,上落合３丁目,-,東京都新宿区上落合3-10-1宮越マンション1階,35.7103316,139.6835999,みやぎ歯科クリニック上落合,歯科 矯正歯科 小児歯科 歯科口腔外科,https://www.miyagi-dc.com/
,新宿区,下落合３丁目,-,東京都新宿区下落合3-16-13グランドール目白1f,35.7224274,139.7027137,目白マリア歯科,歯科 小児歯科 矯正歯科 歯科口腔外科,https://www.mejiro-mariadc.com/
,新宿区,西新宿７丁目,-,東京都新宿区西新宿7-10-3第二雨宮ビル5f,35.6938289,139.6983974,新宿内科 糖尿病・生活習慣病クリニック,内科 糖尿病内科 代謝内科 内分泌内科 新宿内科,https://shinjuku-naika.clinic/
,新宿区,河田町,-,東京都新宿区河田町3-2,35.6951054,139.7204692,医療法人社団 曙光会 コンフォガーデンクリニック,内科 小児科 整形外科 皮膚科,http://www.shokoukai.com/
,新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-5中沖ビル8f,35.6888271,139.698447,新宿駅前メンタルクリニック,心療内科 精神科,https://shinjuku-ekimae.com/
,新宿区,新宿１丁目,-,東京都新宿区新宿1-14-5新宿kmビル501,35.6891739,139.7101904,医療法人社団研靖会 ワタナベ皮膚科,ワタナベ皮膚科,http://www.hifu-110.com/
,新宿区,新宿３丁目,-,東京都新宿区新宿3--21-6龍生堂ビル7f,35.6931854,139.7023259,ジェニークリニック新宿東口院,皮膚科,https://jennyc.jp/clinics/shinjuku-east/
