,,,,,,,,,,,2023年度,昨年
指標名,保育園,,,認可保育所,https://www.fukushi.metro.tokyo.lg.jp/kiban/fukushi_shisetsu/shs_list/index.html,,,,,認可,644,603
出典,東京都福祉保健局,,,認証保育所,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/ninsyo/ichiran.html,,,,,認証A,88,98
年次,2024/2/6取得,,,こども園,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/n_kodomoen/shisetsuichiran.html,,,,,認証B,11,12
URL,右記参照,,,認可外保育施設,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/ninkagai/index.html,,,,,認定こども園（幼保連携型）,7,7
備考,（2021年度：1073件、2022年度：1080件、2023年度：792件）,,,,,,,,,認定こども園（保育所型）,41,38
,,,,,,,,,,認定こども園（地方裁量型）,0,1
区,町丁,エリア,住所,緯度,経度,施設名,種別,定員,データ時点,,,
品川区,中延３丁目,-,品川区中延三丁目１３番１６号,35.606352,139.711751,はぐはぐキッズこども園中延,認可,80,令和5年10月1日時点,,,
品川区,小山３丁目,-,品川区小山３－７－１６,35.620503,139.706714,こどもヶ丘保育園小山園,認可,60,令和5年10月1日時点,,,
品川区,小山４丁目,-,品川区小山４－１４－１０,35.617487,139.703044,ウィズブック保育園武蔵小山パルズ,認可,110,令和5年10月1日時点,,,
品川区,小山４丁目,-,品川区小山４－４－７　コスモ武蔵小山ビル１・２階,35.618547,139.704309,ウィズブック保育園武蔵小山,認可,60,令和5年10月1日時点,,,
品川区,小山５丁目,-,品川区小山５－９－１６,35.616666,139.702845,こころしながわむさしこやま保育園,認可,99,令和5年10月1日時点,,,
品川区,小山７丁目,-,品川区小山７－１１－６,35.610097,139.697941,キッズガーデン品川洗足,認可,73,令和5年10月1日時点,,,
品川区,小山３丁目,-,品川区小山三丁目１５番１号パークシティ武蔵小山　ザ　モール,35.620007,139.704194,ニチイキッズむさしこやま保育園,認可,30,令和5年10月1日時点,,,
品川区,荏原３丁目,-,品川区荏原３－１－１８,35.618135,139.707624,さくらさくみらい武蔵小山,認可,70,令和5年10月1日時点,,,
品川区,荏原６丁目,-,品川区荏原６－１２－１５,35.612334,139.705757,ウィズブック保育園荏原,認可,88,令和5年10月1日時点,,,
品川区,旗の台２丁目,-,品川区旗の台２－６－７,35.606335,139.704453,空のはねこども園はたのだい,認可,59,令和5年10月1日時点,,,
品川区,旗の台３丁目,-,品川区旗の台３－２－９,35.605062,139.706814,みらいく旗の台園,認可,60,令和5年10月1日時点,,,
品川区,旗の台３丁目,-,品川区旗の台３－３－２０,35.605571,139.707224,Ｇａｋｋｅｎほいくえん　旗の台,認可,60,令和5年10月1日時点,,,
品川区,旗の台６丁目,-,品川区旗の台六丁目２９番１４号,35.604793,139.698213,アソシエ旗の台保育園,認可,69,令和5年10月1日時点,,,
品川区,北品川３丁目,-,品川区北品川１－１６－４,35.620918,139.738379,ひがしやつやま保育園,認可,45,令和5年10月1日時点,,,
品川区,北品川２丁目,-,品川区北品川２－７－２１,35.618862,139.743947,北品川保育園,認可,78,令和5年10月1日時点,,,
品川区,北品川３丁目,-,品川区北品川３－７－４３,35.61804,139.739257,北品川第二保育園,認可,104,令和5年10月1日時点,,,
品川区,東品川２丁目,-,品川区東品川１－２－１５,35.619148,139.751153,八ツ山保育園,認可,63,令和5年10月1日時点,,,
品川区,東品川２丁目,-,品川区東品川１－３４－９,35.619148,139.751153,東品川保育園,認可,107,令和5年10月1日時点,,,
港区,台場１丁目,-,品川区東品川１－８－３０,35.630009,139.777122,台場保育園,認可,116,令和5年10月1日時点,,,
品川区,八潮５丁目,-,品川区八潮５－１－３,35.604708,139.752998,八潮北保育園,認可,102,令和5年10月1日時点,,,
品川区,八潮５丁目,-,品川区八潮５－４－１６,35.601516,139.750986,八潮西保育園,認可,100,令和5年10月1日時点,,,
品川区,八潮５丁目,-,品川区八潮５－６－３２,35.596297,139.749755,八潮南保育園,認可,97,令和5年10月1日時点,,,
品川区,大井３丁目,-,品川区東大井１－２２－１６,35.603589,139.731959,東大井保育園,認可,100,令和5年10月1日時点,,,
品川区,大井６丁目,-,品川区東大井３－４－４,35.596148,139.732412,大井保育園,認可,131,令和5年10月1日時点,,,
品川区,大井５丁目,-,品川区東大井５－８－１２,35.599505,139.730356,品川保育園,認可,145,令和5年10月1日時点,,,
品川区,大井３丁目,-,品川区南大井３－７－４,35.602867,139.730236,南大井保育園,認可,100,令和5年10月1日時点,,,
品川区,大井６丁目,-,品川区南大井６－２－１５,35.597822,139.73287,水神保育園,認可,107,令和5年10月1日時点,,,
品川区,大井４丁目,-,品川区大井４－１１－８,35.602174,139.734218,大井倉田保育園,認可,110,令和5年10月1日時点,,,
品川区,大井５丁目,-,品川区大井５－１８－１,35.598079,139.727728,滝王子保育園,認可,80,令和5年10月1日時点,,,
品川区,西大井４丁目,-,品川区西大井１－１－１,35.59767,139.720499,西大井保育園,認可,116,令和5年10月1日時点,,,
品川区,西大井４丁目,-,品川区西大井６－１－１５,35.59767,139.720499,冨士見台保育園,認可,120,令和5年10月1日時点,,,
品川区,西大井４丁目,-,品川区西大井６－１３－１,35.59767,139.720499,伊藤保育園,認可,100,令和5年10月1日時点,,,
品川区,北品川３丁目,-,品川区北品川５－３－１,35.620918,139.738379,五反田第二保育園,認可,50,令和5年10月1日時点,,,
品川区,東五反田２丁目,-,品川区東五反田２－１５－６,35.621496,139.729224,五反田保育園,認可,112,令和5年10月1日時点,,,
品川区,東五反田５丁目,-,品川区東五反田５－２４－１,35.62798,139.723378,東五反田保育園,認可,60,令和5年10月1日時点,,,
品川区,西五反田７丁目,-,品川区西五反田３－９－１０,35.623568,139.719222,西五反田保育園,認可,79,令和5年10月1日時点,,,
品川区,西五反田７丁目,-,品川区西五反田３－９－９,35.623568,139.719222,ぷりすくーる西五反田,認可,46,令和5年10月1日時点,,,
品川区,西五反田７丁目,-,品川区西五反田６－５－６,35.623568,139.719222,西五反田第二保育園,認可,130,令和5年10月1日時点,,,
品川区,小山１丁目,-,品川区西五反田６－６－１８,35.622123,139.712573,中原保育園,認可,96,令和5年10月1日時点,,,
品川区,大崎５丁目,-,品川区大崎５－２－１,35.621897,139.726427,大崎保育園,認可,125,令和5年10月1日時点,,,
品川区,豊町２丁目,-,品川区西品川１－９－１８,35.610639,139.722938,三ツ木保育園,認可,80,令和5年10月1日時点,,,
品川区,西品川２丁目,-,品川区西品川３－１６－３５,35.614523,139.728161,西品川保育園,認可,147,令和5年10月1日時点,,,
品川区,豊町１丁目,-,品川区豊町１－１８－１５,35.611535,139.722749,ゆたか保育園,認可,70,令和5年10月1日時点,,,
品川区,豊町２丁目,-,品川区豊町２－２５－１,35.610811,139.720591,一本橋保育園,認可,90,令和5年10月1日時点,,,
品川区,豊町３丁目,-,品川区豊町３－５－３１,35.609007,139.720938,ほうさん保育園,認可,25,令和5年10月1日時点,,,
品川区,豊町４丁目,-,品川区豊町４－１７－２１,35.6065,139.720921,南ゆたか保育園,認可,107,令和5年10月1日時点,,,
品川区,二葉１丁目,-,品川区二葉１－３－４０,35.607037,139.72556,二葉つぼみ保育園,認可,66,令和5年10月1日時点,,,
品川区,二葉１丁目,-,品川区二葉１－４－２５,35.607987,139.726673,二葉保育園,認可,63,令和5年10月1日時点,,,
品川区,平塚２丁目,-,品川区平塚２－２－３,35.618787,139.717415,平塚保育園,認可,107,令和5年10月1日時点,,,
品川区,東中延２丁目,-,品川区東中延２－５－１０,35.609207,139.713477,東中延保育園,認可,96,令和5年10月1日時点,,,
品川区,中延４丁目,-,品川区中延４－１４－１９,35.605055,139.710285,源氏前保育園,認可,113,令和5年10月1日時点,,,
品川区,西中延２丁目,-,品川区西中延１－６－１６,35.608623,139.707731,中延保育園,認可,126,令和5年10月1日時点,,,
品川区,西中延２丁目,-,品川区西中延３－８－５,35.608623,139.707731,西中延保育園,認可,83,令和5年10月1日時点,,,
品川区,小山台１丁目,-,品川区小山台１－３－８,35.625048,139.706818,小山台保育園,認可,93,令和5年10月1日時点,,,
品川区,荏原２丁目,-,品川区荏原２－１６－１８,35.616654,139.709006,荏原保育園,認可,120,令和5年10月1日時点,,,
品川区,荏原４丁目,-,品川区荏原４－１６－１１,35.613887,139.706183,荏原西保育園,認可,100,令和5年10月1日時点,,,
品川区,荏原４丁目,-,品川区荏原４－５－２２,35.61507,139.707675,荏原西第二保育園,認可,88,令和5年10月1日時点,,,
品川区,荏原７丁目,-,品川区荏原７－８－３,35.611653,139.701542,清水台保育園,認可,100,令和5年10月1日時点,,,
品川区,旗の台５丁目,-,品川区旗の台５－１９－５,35.603858,139.700434,旗の台保育園,認可,106,令和5年10月1日時点,,,
品川区,東品川１丁目,-,品川区東品川１－３６－１１,35.618323,139.746263,アイ保育園,認可,60,令和5年10月1日時点,,,
品川区,東品川３丁目,-,品川区東品川３－２１－１０,35.613239,139.74738,みずなら保育園,認可,82,令和5年10月1日時点,,,
品川区,八潮５丁目,-,品川区八潮５－１０－６０－１０１,35.599094,139.753389,八潮中央保育園,認可,90,令和5年10月1日時点,,,
品川区,南品川１丁目,-,品川区南品川１－２－１１,35.616038,139.743348,とうかいどう保育園,認可,99,令和5年10月1日時点,,,
品川区,南品川２丁目,-,品川区南品川２－１５－６,35.614067,139.744707,なぎさ通り保育園,認可,67,令和5年10月1日時点,,,
品川区,南品川２丁目,-,品川区南品川２－９－２５,35.613638,139.74233,どんぐり保育園,認可,110,令和5年10月1日時点,,,
品川区,南品川４丁目,-,品川区南品川４－１－１１,35.614388,139.738107,くりのき保育園,認可,90,令和5年10月1日時点,,,
品川区,大井１丁目,-,品川区大井１－１６－２,35.607787,139.73046,あいのもり保育園,認可,60,令和5年10月1日時点,,,
品川区,大井７丁目,-,品川区大井７－４－１８,35.596483,139.729219,緑の家保育園,認可,70,令和5年10月1日時点,,,
品川区,西大井２丁目,-,品川区西大井２－５－２１,35.599172,139.722256,キッズタウンにしおおい,認可,100,令和5年10月1日時点,,,
品川区,西大井４丁目,-,品川区西大井４－１９－１１,35.593908,139.719206,みどりの丘保育園,認可,68,令和5年10月1日時点,,,
品川区,上大崎３丁目,-,品川区上大崎３－１－１　目黒セントラルスクエア３階,35.63341,139.716748,花房山目黒駅前保育園３３３,認可,120,令和5年10月1日時点,,,
品川区,西五反田３丁目,-,品川区西五反田３－１－３,35.630609,139.716609,認定こども園　こっこる,認可,60,令和5年10月1日時点,,,
品川区,西五反田４丁目,-,品川区西五反田４－１１－１８,35.62571,139.70829,宝保育園,認可,90,令和5年10月1日時点,,,
品川区,大崎３丁目,-,品川区大崎３－１－９,35.620842,139.724875,大崎ひまわり保育園,認可,70,令和5年10月1日時点,,,
品川区,西品川１丁目,-,品川区西品川１－２８－１４,35.609009,139.726625,そらのいろ保育園,認可,73,令和5年10月1日時点,,,
品川区,戸越４丁目,-,品川区戸越４－１－１０,35.612722,139.717945,東戸越保育園,認可,70,令和5年10月1日時点,,,
品川区,平塚２丁目,-,品川区平塚２－１８－１９,35.615453,139.71333,とごしの杜保育園,認可,95,令和5年10月1日時点,,,
品川区,小山２丁目,-,品川区小山２－６－１５,35.620814,139.707243,石井こども園,認可,99,令和5年10月1日時点,,,
品川区,小山４丁目,-,品川区小山４－３－９,35.618959,139.702934,品川大和保育園,認可,60,令和5年10月1日時点,,,
品川区,豊町２丁目,-,品川区豊町２－１６－１２,35.60943,139.725348,品川学藝保育園,認可,26,令和5年10月1日時点,,,
品川区,平塚２丁目,-,品川区平塚二丁目１４番１号,35.616652,139.713297,チャイルドマインダー平塚荏原,認可,71,令和5年10月1日時点,,,
品川区,小山台１丁目,-,品川区小山台１－２５－１０,35.621935,139.706732,チャイルドマインダー小山台東,認可,71,令和5年10月1日時点,,,
渋谷区,神宮前３丁目,-,渋谷区神宮前３－１８－８,35.671213,139.709966,渋谷保育園,認可,135,令和5年10月1日時点,,,
渋谷区,神宮前６丁目,-,渋谷区神宮前６－１０－１４,35.667528,139.7052,神宮前保育園にじ,認可,45,令和5年10月1日時点,,,
渋谷区,神宮前６丁目,-,渋谷区神宮前６－３４－２５,35.667567,139.70243,未来のカプセル原宿保育園,認可,39,令和5年10月1日時点,,,
渋谷区,渋谷１丁目,-,渋谷区渋谷１－１８－９,35.661791,139.704697,ベネッセ美竹の丘保育園,認可,64,令和5年10月1日時点,,,
渋谷区,東２丁目,-,渋谷区東２－２０－１８,35.65365,139.70911,氷川保育園,認可,64,令和5年10月1日時点,,,
渋谷区,東４丁目,-,渋谷区東４－７－８,35.655814,139.713098,渋谷東ちとせ保育園,認可,90,令和5年10月1日時点,,,
渋谷区,広尾１丁目,-,渋谷区広尾１－３－１１,35.648763,139.712998,遍照広尾保育園,認可,108,令和5年10月1日時点,,,
渋谷区,広尾４丁目,-,渋谷区広尾４－１－１,35.652864,139.719141,広尾上宮保育園,認可,100,令和5年10月1日時点,,,
渋谷区,広尾５丁目,-,渋谷区広尾５－７－１,35.649261,139.722328,広尾保育園,認可,104,令和5年10月1日時点,,,
渋谷区,恵比寿１丁目,-,渋谷区恵比寿１－２７－１０,35.647518,139.71641,新橋保育園,認可,112,令和5年10月1日時点,,,
渋谷区,恵比寿西１丁目,-,渋谷区恵比寿西１－１９－１,35.647136,139.706888,恵比寿のびのびこども園,認可,118,令和5年10月1日時点,,,
渋谷区,恵比寿西２丁目,-,渋谷区恵比寿西２－１３－５,35.651089,139.705977,ＣｈａＣｈａ　Ｃｈｉｌｄｒｅｎ　Ｄａｉｋａｎｙａｍａ,認可,113,令和5年10月1日時点,,,
渋谷区,恵比寿西２丁目,-,渋谷区恵比寿西２－８－１,35.649914,139.707232,恵比寿保育園,認可,108,令和5年10月1日時点,,,
渋谷区,恵比寿南３丁目,-,渋谷区恵比寿南３－１１－２５,35.644686,139.706774,ポピンズナーサリースクール恵比寿南,認可,130,令和5年10月1日時点,,,
渋谷区,桜丘町,-,渋谷区桜丘町２３－２１,35.655458,139.699965,さくら上宮保育園,認可,70,令和5年10月1日時点,,,
渋谷区,鴬谷町,-,渋谷区鴬谷町２－１６,35.654035,139.704476,ほっぺるランド渋谷,認可,90,令和5年10月1日時点,,,
渋谷区,代官山町,-,渋谷区代官山町７－９,35.650728,139.705022,代官山保育園,認可,82,令和5年10月1日時点,,,
渋谷区,宇田川町,-,渋谷区宇田川町３８－４,35.662066,139.696003,渋谷もりのこ保育園神南,認可,103,令和5年10月1日時点,,,
渋谷区,松涛１丁目,-,渋谷区松濤１－２６－６,35.658986,139.693073,大向保育園,認可,96,令和5年10月1日時点,,,
渋谷区,千駄ケ谷３丁目,-,渋谷区千駄ヶ谷３－２１－５,35.677086,139.70883,美希保育園北参道,認可,80,令和5年10月1日時点,,,
渋谷区,千駄ケ谷３丁目,-,渋谷区千駄ヶ谷３－３４－９,35.677563,139.706976,千駄ケ谷保育園,認可,74,令和5年10月1日時点,,,
渋谷区,千駄ケ谷４丁目,-,渋谷区千駄ヶ谷４－２８－８,35.680914,139.70342,鳩の森保育園,認可,67,令和5年10月1日時点,,,
渋谷区,千駄ケ谷４丁目,-,渋谷区千駄ヶ谷４－６－８　パークコート神宮北参道ザタワー３Ｆ,35.679991,139.705137,アソシエ神宮北参道保育園,認可,36,令和5年10月1日時点,,,
渋谷区,千駄ケ谷５丁目,-,渋谷区千駄ヶ谷５－２７－５　リンクスクエア新宿２Ｆ,35.686527,139.702838,千駄ヶ谷りとるぱんぷきんず,認可,63,令和5年10月1日時点,,,
渋谷区,千駄ケ谷５丁目,-,渋谷区千駄ヶ谷五丁目２４番５５号,35.688402,139.700698,キッズハーモニー・ＮＥＷｏＭａｎ,認可,39,令和5年10月1日時点,,,
渋谷区,代々木神園町,-,渋谷区代々木神園町２－１,35.671782,139.691785,まちのこども園代々木公園,認可,128,令和5年10月1日時点,,,
渋谷区,代々木３丁目,-,渋谷区代々木３－５１－８,35.681984,139.695977,代々木保育園,認可,95,令和5年10月1日時点,,,
渋谷区,代々木４丁目,-,渋谷区代々木４－２７－６,35.682831,139.691318,太陽の子代々木西参道保育園,認可,114,令和5年10月1日時点,,,
渋谷区,代々木４丁目,-,渋谷区代々木４－３７－１５,35.68083,139.689243,みんなのみらいをつくる保育園初台,認可,30,令和5年10月1日時点,,,
渋谷区,代々木４丁目,-,渋谷区代々木４－５０－１３,35.678465,139.691506,参宮橋ちとせ保育園,認可,180,令和5年10月1日時点,,,
渋谷区,代々木５丁目,-,渋谷区代々木５－１４－１６,35.673879,139.688158,代々木至誠こども園,認可,135,令和5年10月1日時点,,,
渋谷区,代々木５丁目,-,渋谷区代々木５－１６－４,35.674721,139.688698,聖ヨゼフ保育園,認可,114,令和5年10月1日時点,,,
渋谷区,代々木５丁目,-,渋谷区代々木５－７－２,35.669846,139.688625,グローバルキッズ代々木八幡園,認可,79,令和5年10月1日時点,,,
渋谷区,代々木２丁目,-,渋谷区代々木二丁目３５番１号,35.684525,139.697932,キッズハーモニー・よよぎの杜,認可,199,令和5年10月1日時点,,,
渋谷区,初台２丁目,-,渋谷区初台２－１３－１１,35.676497,139.683384,ゆめの樹保育園はつだい,認可,71,令和5年10月1日時点,,,
渋谷区,初台２丁目,-,渋谷区初台２－１７－２２,35.677547,139.684688,初台保育園,認可,117,令和5年10月1日時点,,,
渋谷区,初台２丁目,-,渋谷区初台２－１９－１６,35.677813,139.686481,さくらさくみらい　初台,認可,71,令和5年10月1日時点,,,
渋谷区,元代々木町,-,渋谷区元代々木町５１－１９,35.67331,139.686688,元代々木保育園,認可,87,令和5年10月1日時点,,,
渋谷区,富ケ谷１丁目,-,渋谷区富ヶ谷１－３１－３,35.666067,139.688366,富ヶ谷ちとせ保育園,認可,79,令和5年10月1日時点,,,
渋谷区,富ケ谷２丁目,-,渋谷区富ヶ谷２－３０－８,35.665209,139.685072,富ヶ谷保育園,認可,94,令和5年10月1日時点,,,
渋谷区,上原２丁目,-,渋谷区上原２－２－１７,35.667571,139.6841,薫る風・上原こども園,認可,155,令和5年10月1日時点,,,
渋谷区,上原２丁目,-,渋谷区上原２－２４－１５,35.664533,139.680998,まちのこども園代々木上原,認可,108,令和5年10月1日時点,,,
渋谷区,上原２丁目,-,渋谷区上原２－４２－３,35.666445,139.681546,ポピンズナーサリースクール代々木上原,認可,90,令和5年10月1日時点,,,
渋谷区,上原３丁目,-,渋谷区上原３－３７－９,35.666193,139.676283,さくらさくみらい上原,認可,77,令和5年10月1日時点,,,
渋谷区,西原１丁目,-,渋谷区西原１－４０－３,35.67465,139.682489,西原ほほえみ保育園,認可,63,令和5年10月1日時点,,,
渋谷区,西原１丁目,-,渋谷区西原１－４７－２,35.673855,139.684731,聖ヨゼフ保育園西原,認可,59,令和5年10月1日時点,,,
渋谷区,西原２丁目,-,渋谷区西原２－３３－１７,35.674632,139.676432,さくらさくみらい西原,認可,70,令和5年10月1日時点,,,
渋谷区,西原２丁目,-,渋谷区西原２－４６－４,35.672774,139.678754,西原りとるぱんぷきんず,認可,170,令和5年10月1日時点,,,
渋谷区,西原３丁目,-,渋谷区西原３－１５－１０,35.670045,139.679712,グローバルキッズ代々木上原園,認可,79,令和5年10月1日時点,,,
渋谷区,西原１丁目,-,渋谷区西原一丁目２２番２０号,35.676251,139.678476,西原保育園ゆめ,認可,106,令和5年10月1日時点,,,
渋谷区,本町１丁目,-,渋谷区本町１－１９－３,35.679004,139.679671,グローバルキッズ幡ヶ谷園,認可,88,令和5年10月1日時点,,,
渋谷区,本町１丁目,-,渋谷区本町１－５－５,35.681236,139.684236,本町第三保育園,認可,115,令和5年10月1日時点,,,
渋谷区,本町２丁目,-,渋谷区本町２－６－３　２階,35.68299,139.68338,ＡＩＡＩ　ＮＵＲＳＥＲＹ　初台本町,認可,50,令和5年10月1日時点,,,
渋谷区,本町３丁目,-,渋谷区本町３－３８－１０,35.688687,139.681292,本町きらきらこども園,認可,123,令和5年10月1日時点,,,
渋谷区,本町５丁目,-,渋谷区本町５－３５－１２,35.683209,139.676085,幡ヶ谷保育園,認可,92,令和5年10月1日時点,,,
渋谷区,本町６丁目,-,渋谷区本町６－３４－６,35.680427,139.677854,ベネッセ幡ヶ谷保育園,認可,69,令和5年10月1日時点,,,
渋谷区,本町６丁目,-,渋谷区本町六丁目６番２号,35.682058,139.678978,本町そよかぜこども園,認可,121,令和5年10月1日時点,,,
渋谷区,幡ケ谷２丁目,-,渋谷区幡ヶ谷２－４２－１５,35.677877,139.674074,まなびの森保育園幡ヶ谷,認可,102,令和5年10月1日時点,,,
渋谷区,幡ケ谷２丁目,-,渋谷区幡ヶ谷２－５６－６,35.677887,139.671622,幡ヶ谷第三保育園,認可,73,令和5年10月1日時点,,,
渋谷区,幡ケ谷３丁目,-,渋谷区幡ヶ谷３－４－１,35.679819,139.675984,幡ヶ谷第二保育園,認可,72,令和5年10月1日時点,,,
渋谷区,笹塚１丁目,-,渋谷区笹塚１－２７－１,35.672221,139.667252,笹塚第二保育園,認可,121,令和5年10月1日時点,,,
渋谷区,笹塚１丁目,-,渋谷区笹塚１－３２－５,35.6725,139.66687,さくらさくみらい　笹塚,認可,80,令和5年10月1日時点,,,
渋谷区,笹塚２丁目,-,渋谷区笹塚２－３１－８,35.674468,139.663801,保育園うさぎとかめ,認可,118,令和5年10月1日時点,,,
渋谷区,笹塚２丁目,-,渋谷区笹塚２－３４－１２,35.675222,139.66451,笹幡保育園,認可,123,令和5年10月1日時点,,,
渋谷区,笹塚３丁目,-,渋谷区笹塚３－３６－１３,35.677212,139.665917,笹塚保育園,認可,80,令和5年10月1日時点,,,
千代田区,九段北４丁目,-,千代田区九段北四丁目２番地２２号　市ヶ谷スポーツプラザ１階,35.691872,139.737221,保育園　ドルチェ,認証A,40,令和5年11月21日時点,,,
千代田区,丸の内２丁目,大丸有,千代田区丸の内２－７－３,35.678597,139.764992,キッズスクウェア丸の内東京ビル,認証A,22,令和5年11月21日時点,,,
千代田区,内神田２丁目,-,千代田区内神田２－５－２,35.69012,139.767533,マミーズエンジェル神田駅前保育園,認証A,38,令和5年11月21日時点,,,
千代田区,五番町,-,千代田区五番町５－６　ビラカーサ五番町１０１号,35.689881,139.73623,ピノキオ幼児舎番町園,認証A,26,令和5年11月21日時点,,,
千代田区,永田町２丁目,赤坂,千代田区永田町２丁目１番２号　衆議院第二議員会館内,35.675585,139.742797,キッズスクウェア　永田町,認証A,34,令和5年11月21日時点,,,
千代田区,丸の内１丁目,大丸有,千代田区丸の内１－４－１　丸の内永楽ビルディング２階,35.684451,139.764942,キッズスクウェア　丸の内永楽ビル,認証A,26,令和5年11月21日時点,,,
千代田区,外神田２丁目,-,千代田区外神田２－１７－４　ビルデンス石村１階,35.701299,139.76758,保育室「愛の園」,認証A,32,令和5年11月21日時点,,,
千代田区,神田神保町２丁目,-,千代田区神田神保町２－２０　ＳＰ神保町第２ビル１階,35.697211,139.756614,小学館アカデミー神保町保育園,認証A,40,令和5年11月21日時点,,,
中央区,月島１丁目,-,中央区月島一丁目３番２号　佃権月島ビル３階,35.664882,139.783811,ちゃいれっく月島駅前保育園,認証A,50,令和5年11月21日時点,,,
中央区,晴海１丁目,-,中央区晴海１－８ー１６　晴海トリトン２階,35.657472,139.782381,アスク晴海保育園,認証A,58,令和5年11月21日時点,,,
中央区,月島１丁目,-,中央区月島１－２－１３　ワイズビルディング１階,35.665651,139.783075,マミーズエンジェル月島保育園,認証A,33,令和5年11月21日時点,,,
中央区,日本橋人形町３丁目,-,中央区日本橋人形町３－４－１４　KDX人形町ビル２階,35.686127,139.781346,アスク人形町駅前保育園,認証A,40,令和5年11月21日時点,,,
中央区,月島４丁目,-,中央区月島４－１８－３　クイーンズハウス１階,35.659541,139.782003,ピノキオ幼児舎月島園,認証A,20,令和5年11月21日時点,,,
中央区,銀座１丁目,-,中央区銀座１－２５－３　京橋プラザ区民館等複合施設１階,35.672998,139.771517,ポピンズナーサリースクール京橋,認証A,40,令和5年11月21日時点,,,
中央区,日本橋箱崎町,-,中央区日本橋箱崎町４４－７　箱崎ＹＭビル,35.681791,139.788863,グローバルキッズ水天宮前園,認証A,40,令和5年11月21日時点,,,
中央区,月島３丁目,-,中央区月島３－１－１１,35.663785,139.779486,ポピンズナーサリースクール月島,認証A,30,令和5年11月21日時点,,,
中央区,新川２丁目,-,中央区新川２丁目１６番１０号　プライムアーバン新川３Ｆ,35.6751,139.78263,グローバルキッズ新川園,認証A,40,令和5年11月21日時点,,,
中央区,月島２丁目,-,中央区月島２丁目１８番２号,35.662268,139.784479,さくらさくみらい　月島,認証A,34,令和5年11月21日時点,,,
中央区,勝どき１丁目,-,中央区勝どき１－１－１　プラザ勝どき１階,35.661224,139.776723,ニチイキッズさわやかプラザ勝どき保育園,認証A,60,令和5年11月21日時点,,,
中央区,日本橋浜町３丁目,-,中央区日本橋浜町３－３－１　トルナーレ日本橋浜町２階,35.684671,139.787746,ニチイキッズさわやか日本橋浜町保育園,認証A,25,令和5年11月21日時点,,,
港区,芝５丁目,-,港区芝五丁目２９番２２号　ライオンズプラザ・フェリス三田１階,35.64638,139.744639,三田プチ･クレイシュ,認証A,33,令和5年11月21日時点,,,
港区,台場２丁目,-,港区台場２－２－３,35.630022,139.780209,アスクお台場保育園,認証A,30,令和5年11月21日時点,,,
港区,白金台３丁目,-,港区白金台三丁目１５番６号　２階,35.636573,139.724405,コンビプラザ白金台保育園,認証A,39,令和5年11月21日時点,,,
港区,芝浦４丁目,-,港区芝浦四丁目２２番２号　エアテラス２階,35.641081,139.752822,アンジェリカ保育園芝浦園,認証A,40,令和5年11月21日時点,,,
港区,芝４丁目,-,港区芝４－１６－１　カテリーナ三田１階,35.647494,139.750347,プチ・ナーサリー田町,認証A,40,令和5年11月21日時点,,,
港区,三田４丁目,-,港区三田４－９－７　BPRレジデンス三田伊皿子坂２階,35.641395,139.737831,ポピンズナーサリースクール高輪,認証A,36,令和5年11月21日時点,,,
港区,芝浦４丁目,-,港区芝浦４－１０－１　キャピタルマークタワー２階,35.641098,139.746414,ポピンズナーサリースクール芝浦,認証A,34,令和5年11月21日時点,,,
港区,白金台４丁目,-,港区白金台４丁目８番１６号　ダリアコート白金台１階１０１号室,35.637508,139.72437,ポピンズナーサリースクール白金台,認証A,30,令和5年11月21日時点,,,
港区,港南２丁目,-,港区港南２丁目３番１３号　品川フロントビル　キッズ館２F,35.629169,139.743212,アンジェリカ保育園品川園,認証A,40,令和5年11月21日時点,,,
港区,南麻布５丁目,-,港区南麻布５－１－１１　Ｑｉｚ広尾３階,35.655012,139.722546,ポピンズナーサリースクール広尾,認証A,66,令和5年11月21日時点,,,
港区,東麻布１丁目,-,港区東麻布１－２６－２　SERAPH １０ AZABU１・２階,35.655418,139.744803,ゆらりん東麻布保育園,認証A,30,令和5年11月21日時点,,,
港区,南麻布５丁目,-,港区南麻布５－６－８,35.653449,139.727096,ナーサリールーム,認証A,35,令和5年11月21日時点,,,
港区,赤坂１丁目,虎ノ門,港区赤坂１－８－１　赤坂インターシティAIR２階,35.669981,139.742582,ポピンズナーサリースクール赤坂,認証A,30,令和5年11月21日時点,,,
港区,麻布十番１丁目,-,港区麻布十番１－１０－３　モンテプラザ２階,35.656209,139.736306,ニチイキッズさわやか麻布十番保育園,認証A,30,令和5年11月21日時点,,,
港区,白金１丁目,-,港区白金１－２５－２５,35.643783,139.731451,ニチイキッズさわやか白金高輪保育園,認証A,20,令和5年11月21日時点,,,
港区,港南４丁目,-,港区港南４－２－５　シティタワー品川　西棟２・３階,35.631357,139.747298,ニチイキッズさわやか港南保育園,認証A,50,令和5年11月21日時点,,,
新宿区,富久町,-,新宿区富久町１３番１号　ローレルコート新宿タワー２階,35.69241,139.71472,エデュケアセンター・新宿,認証A,22,令和5年11月21日時点,,,
