指標名,ミシュラン掲載レストラン,,,,,,,3つ星,特別な料理,
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-2-1フォーシーズンズホテル東京大手町39F,35.68816,139.76340,エスト／est,"フランス料理, 現代風料理",1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/est
中央区,銀座７丁目,-,東京都中央区銀座7-5-42F,35.67006,139.76171,銀座 とよだ／Ginza Toyoda,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ginza-toyoda
新宿区,荒木町,-,東京都新宿区荒木町10-14,35.68952,139.72265,燗コーヒー 藤々／Kan Coffee Fujifuji,居酒屋,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kan-coffee-fujifuji
港区,芝大門１丁目,-,東京都港区芝大門1-2-2,35.66018,139.75439,御成門 はる／Onarimon Haru,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/onarimon-haru
中央区,銀座８丁目,-,東京都中央区銀座8-7-193F,35.66851,139.76093,御料理 かつ志／Oryori Katsushi,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/oryori-katsushi
港区,西麻布１丁目,-,東京都港区西麻布1-11-10,35.66038,139.72421,タクミ／Takumi,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/takumi
中央区,銀座３丁目,-,東京都中央区銀座3-5-310F,35.67308,139.76651,ベージュ アラン・デュカス／BEIGE Alain Ducasse,フランス料理,2つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/beige-alain-ducasse
中央区,銀座８丁目,-,東京都中央区銀座8-3-16F,35.66927,139.75920,青空／Harutaka,寿司,3つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/harutaka
中央区,銀座３丁目,-,東京都中央区銀座3-11-62F,35.67085,139.76882,時喰み／Tokihami,居酒屋,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tokihami
港区,虎ノ門３丁目,虎ノ門,東京都港区愛宕1-1-1虎ノ門ヒルズレジデンシャルタワー1F,35.66580,139.74800,かんだ／Kanda,日本料理,3つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kanda
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-17-6,35.67250,139.71011,ベポカ／bépocah,ペルー料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/bepocah
港区,麻布十番２丁目,-,東京都港区麻布十番2-8-72F,35.65552,139.73482,立喰 鮨となり／Tachigui Sushi Tonari,寿司,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tachigui-sushi-tonari
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-66-4,35.67140,139.69059,ヨヨナム／yoyonam,ベトナム料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/yoyonam
新宿区,袋町,-,東京都新宿区袋町3-4,35.70115,139.73863,神楽坂 まる富／Kagurazaka Marutomi,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/akebonobashi-marutomi
渋谷区,猿楽町,-,東京都渋谷区猿楽町2-5,35.65292,139.70485,アタ／Äta,フランス料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ata
品川区,南大井３丁目,-,東京都品川区南大井3-11-5,35.59087,139.73545,まき村／Makimura,日本料理,3つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/makimura
中央区,銀座５丁目,-,東京都中央区銀座5-14-149F,35.66856,139.76680,薪焼 銀座おのでら／MAKIYAKI GINZA ONODERA,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/makiyaki-ginza-onodera
中央区,銀座２丁目,-,東京都中央区銀座2-6-512F,35.67367,139.76714,アロマフレスカ／Aroma Fresca,イタリア料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/aroma-fresca
新宿区,荒木町,-,東京都新宿区荒木町10,35.68968,139.72241,荒木町 たつや／Arakicho Tatsuya,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/arakicho-tatsuya
港区,南麻布５丁目,-,東京都港区南麻布5-1-5,35.65576,139.72324,分とく山／Waketokuyama,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/waketokuyama
港区,西麻布１丁目,-,東京都港区西麻布1-2-14B1F,35.66094,139.72670,マ・キュイジーヌ／Ma Cuisine,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ma-cuisine-1194175
港区,六本木６丁目,六本木,東京都港区六本木6-12-3六本木ヒルズレジデンスC棟3F,35.65880,139.72991,ラ・ブリアンツァ／La Brianza,イタリア料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-brianza
港区,赤坂６丁目,赤坂,東京都港区赤坂6-3-8B1F,35.67077,139.73575,アニコ／anikò,イタリア料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/aniko
品川区,上大崎３丁目,-,東京都品川区上大崎3-3-4,35.63400,139.71807,やきとり 阿部／Yakitori Abe,焼鳥,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/yakitori-abe
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-8-1ザ・ペニンシュラ東京2F,35.67458,139.76074,ヘイフンテラス／Hei Fung Terrace,中国料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hei-fung-terrace
港区,六本木３丁目,六本木,東京都港区六本木3-8-12,35.66326,139.73447,三宅 輝／Miyake Akira,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/miyake-akira
江東区,東陽１丁目,-,東京都江東区東陽1-11-3,35.66842,139.81044,コンメディア／commedia,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/commedia
渋谷区,上原１丁目,-,東京都渋谷区上原1-32-5,35.66879,139.68087,ラ・ファソン 古賀／La façon Koga,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-facon-koga
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-6-5,35.68799,139.69888,鳥茂／Torishige,豚肉料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/torishige
港区,西麻布１丁目,-,東京都港区西麻布1-10-16 ,35.66144,139.72422,西麻布 野口／Nishiazabu Noguchi,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/nishiazabu-noguchi
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-22-1,35.64862,139.71778,ポ・ブイユ／Pot-Bouille,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/pot-bouille
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1マンダリンオリエンタル東京37F,35.68683,139.77299,センス／Sense,中国料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sense-1194023
品川区,東五反田３丁目,-,東京都品川区東五反田3-15-19,35.62602,139.72961,ヌキテパ／Ne Quittez pas,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ne-quittez-pas
港区,白金５丁目,-,東京都港区白金5-15-5,35.64481,139.72294,白金シェ・トモ ナチュラル キュイジーヌ／SHIROKANE chez tomo Natural Cuisine,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shirokane-chez-tomo-natural-cuisine
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-46-7B1F,35.66392,139.70893,デンクシフロリ／DEN KUSHI FLORI,現代風料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/den-kushi-flori
新宿区,荒木町,-,東京都新宿区荒木町1-12F,35.68889,139.72194,荒木町 ろっかん／Arakicho Rokkan,日本料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/arakicho-rokkan
新宿区,箪笥町,-,東京都新宿区箪笥町27,35.70005,139.73300,ボルト／BOLT,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/bolt-au-crieur-de-vin
中央区,日本橋兜町,-,東京都中央区日本橋兜町1-4,35.68274,139.77932,アサヒナガストロノーム／ASAHINA Gastronome,フランス料理,2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/asahina-gastronome
中央区,築地１丁目,-,東京都中央区築地1-5-8,35.66987,139.77153,東京チャイニーズ 一凛／Tokyo Chinese Ichirin,中国料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tokyo-chinese-ichirin
港区,赤坂５丁目,赤坂,東京都港区赤坂5-3-1赤坂Bizタワー2F,35.67304,139.73606,広東名菜 赤坂璃宮／Canton Meisai Akasaka Rikyu,中国料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/canton-meisai-akasaka-rikyu
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-19-1,35.64908,139.71953,飄香／Piao-Xiang,中国料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/piao-xiang
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-19-12F,35.64908,139.71953,広尾 石阪／Hiroo Ishizaka,寿司,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hiroo-ishizaka
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-1-25,35.66982,139.71403,ジュリア／JULIA,現代風料理,,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/julia-1209244
港区,南青山３丁目,-,東京都港区南青山3-14-23,35.66517,139.71435,ラ・ロシェル 南青山／La Rochelle Minami Aoyama,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-rochelle-minami-aoyama
港区,六本木７丁目,六本木,東京都港区六本木7-10-32F,35.66466,139.72908,ブーケ・ド・フランス／Bouquet de France,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/bouquet-de-france
渋谷区,東２丁目,-,東京都渋谷区東2-25-38,35.65356,139.70771,久原／Kuhara,日本料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/koryori-kuhara
渋谷区,広尾１丁目,-,東京都渋谷区広尾1-6-13,35.64873,139.71414,アムール／AMOUR,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/amour
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-13-13,35.66198,139.75356,天ぷら かき揚げ 之村／Tempura Kakiage Yukimura,天ぷら,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-kakiage-yukimura
中央区,東日本橋３丁目,-,東京都中央区東日本橋3-1-3,35.69033,139.78271,鮨 一條／Sushi Ichijo,寿司,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-ichijo
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-10-1GYRE4F,35.66754,139.70695,レラン／l'élan,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/elan
新宿区,天神町,-,東京都新宿区天神町1-2,35.70488,139.73093,クレイジー ピザ アット スクエア／CRAZY PIZZA at SQUARE,ピッツァ,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/crazy-pizza-at-square
中央区,銀座６丁目,-,東京都中央区銀座6-6-12F,35.67117,139.76270,現代茶寮 銀座凮月堂／Gendaisaryo Ginza Fugetsudo,フランス料理,,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/gendaisaryo-ginza-fugetsudo
中央区,銀座４丁目,-,東京都中央区銀座4-12-2,35.67006,139.76815,木挽町 とも樹／Kobikicho Tomoki,寿司,2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kobikicho-tomoki
港区,白金６丁目,-,東京都港区白金6-5-3,35.64445,139.72480,あき山／Akiyama,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/akiyama
港区,六本木５丁目,六本木,東京都港区六本木5-18-22,35.66112,139.73697,メティス 六本木／Mētis Roppongi,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/metis-roppongi
港区,西麻布４丁目,-,東京都港区西麻布4-2-152F,35.65866,139.72355,天ぷらとワイン しの／TEMPURA & WINE SHINO,天ぷら,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-wine-shino
中央区,銀座２丁目,-,東京都中央区銀座2-10-113F,35.67204,139.76831,銀座 きた川／Ginza Kitagawa,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ginza-kitagawa
新宿区,荒木町,-,東京都新宿区荒木町2-9,35.68856,139.72245,の弥七／Noyashichi,中国料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/noyashichi
中央区,銀座８丁目,-,東京都中央区銀座8-16-6,35.66570,139.76363,銀座 あさみ／Ginza Asami,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ginza-asami
中央区,銀座５丁目,-,東京都中央区銀座5-5-19 6F,35.67179,139.76372,六雁／Mutsukari,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/mutsukari
新宿区,岩戸町,-,東京都新宿区岩戸町19,35.70157,139.73755,和しょく えびはら／Washoku Ebihara,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/washoku-ebihara
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-1-12F,35.64546,139.71670,ラ メゾン フィニステール／La maison finistère,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-maison-finistere
中央区,京橋２丁目,日八京,東京都中央区京橋2-12-12,35.67600,139.77143,サカキ／SAKAKI,フランス料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sakaki
港区,白金台５丁目,-,東京都港区白金台5-18-172F,35.63715,139.72333,ジョンティ アッシュ／gentil H,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/gentil-h
中央区,銀座４丁目,-,東京都中央区銀座4-12-14F,35.67017,139.76791,銀座 四代目 髙橋屋／Ginza Yondaime TAKAHASHIYA,うなぎ,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ginza-yondaime-takahashiya
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-3日本生命丸の内ガーデンタワーM2F,35.68433,139.76204,プレーガ 東京／Plaiga TOKYO,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/plaiga-tokyo
港区,白金台４丁目,-,東京都港区白金台4-2-7,35.63930,139.72818,サーパス／CIRPAS,"フランス料理, 現代風料理",,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/cirpas
新宿区,荒木町,-,東京都新宿区荒木町2-14,35.68864,139.72241,うぶか／Ubuka,蟹料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ubuka
港区,麻布十番２丁目,-,東京都港区麻布十番2-7-14,35.65587,139.73337,クラージュ／Courage,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/courage
港区,赤坂８丁目,赤坂,東京都港区赤坂8-12-12,35.67018,139.73027,フィレモネ／Filemone,イタリア料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/filemone
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-9-9,35.67091,139.68799,礼讃／Raisan,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/raisan
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-4-3B1F,35.68625,139.77564,ファルスィ ラルゴ／farsi largo!,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/farsi-largo
港区,麻布十番２丁目,-,東京都港区麻布十番2-17-8,35.65408,139.73583,アシッド ブリアンツァ／ACiD brianza,イノベーティブ,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/acid-brianza
港区,麻布十番２丁目,-,東京都港区麻布十番2-8-122F,35.65539,139.73423,蕎庵 三たて／Soan Mitate,蕎麦,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/soan-mitate
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ヶ谷1-33-6,35.66661,139.68816,京料理 阿うん／Kyoryori Aun,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kyoryori-aun
新宿区,若宮町,-,東京都新宿区神楽坂3-6-532F,35.70041,139.73962,レテール／L'ÉTERRE,"フランス料理, 現代風料理",1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/l-eterre
中央区,日本橋兜町,-,東京都中央区日本橋兜町7-1,35.68135,139.77813,ホッパーズ／HOPPERS,スリランカ料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hoppers-1206470
港区,東麻布１丁目,-,東京都港区東麻布1-5-4,35.65810,139.74335,野田岩 麻布飯倉本店／Nodaiwa Azabu Iikura Honten,うなぎ,1つ星,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/nodaiwa-1194124
港区,赤坂８丁目,赤坂,東京都港区赤坂8-13-19B1F,35.66981,139.73088,タンモア／Le temps moelleux,フランス料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/le-temps-moelleux
港区,南青山１丁目,-,東京都港区南青山1-3-212F,35.67102,139.72514,てのしま／Tenoshima,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tenoshima
中央区,銀座６丁目,-,東京都中央区銀座6-12-148F,35.66918,139.76453,銀座 志翠／Ginza Kousui,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ginza-kousui
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-19-12,35.67347,139.71012,神宮前 樋口／Jingumae Higuchi,日本料理,2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/higuchi
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-11-1フォーシーズンズホテル丸の内東京7F,35.67808,139.76716,メゾン マルノウチ／MAISON MARUNOUCHI,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/maison-marunouchi
港区,南青山２丁目,-,東京都港区南青山2-14-14B1F,35.67016,139.72021,ロー／L'EAU,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/l-eau
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-13-3,35.66191,139.75408,冨所／Tomidokoro,寿司,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tomidokoro
港区,芝２丁目,-,東京都港区芝2-22-23,35.65143,139.75052,江戸前 芝浜／Edomae Shibahama,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/edomae-shibahama
渋谷区,上原１丁目,-,東京都渋谷区上原1-33-11,35.66911,139.68079,日々の中華食堂／Hibino Chukashokudo,中国料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hibino-chukashokudo
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-2-2B1F,35.66076,139.70860,ラチュレ／LATURE,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/lature
渋谷区,代官山町,-,東京都渋谷区代官山町14-10B1F,35.65002,139.70428,ファロ／falò,イタリア料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/falo
港区,西麻布３丁目,-,東京都港区西麻布3-18-10,35.65913,139.72607,ジーキューブ／Ji-Cube,中国料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ji-cube
港区,麻布十番２丁目,-,東京都港区麻布十番2-4-82F,35.65570,139.73473,プリンチピオ／Principio,イタリア料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/principio
渋谷区,広尾１丁目,-,東京都渋谷区広尾1-12-15,35.64799,139.71519,創和堂／SŌWADŌ,居酒屋,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sowado
中央区,銀座３丁目,-,東京都中央区銀座3-12-15,35.67063,139.76881,ラ・ボッテガイア／LA BOTTEGAIA,イタリア料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-bottegaia
港区,西麻布４丁目,-,東京都港区西麻布4-2-133F,35.65866,139.72318,霞町 やまがみ／Kasumicho Yamagami,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kasumicho-yamagami
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町7-12B1F,35.65409,139.70212,かつお食堂／Katsuo Shokudo,日本料理,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/katsuo-shokudo
港区,南青山６丁目,-,東京都港区南青山6-8-18,35.65996,139.71659,ローブリュー／LAUBURU,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/lauburu
港区,元麻布１丁目,-,東京都港区元麻布1-7-127F,35.65255,139.73351,ピアット ミツ／Piatto Mitsu,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/piatto-mitsu
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-6-2B1F,35.67834,139.69286,レガーロ／Regalo,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/regalo
中央区,銀座８丁目,-,東京都中央区銀座8-7-25F,35.66885,139.76153,オステリア ダ カッパ／Osteria da K. [káppa],イタリア料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/osteria-da-k-kappa
品川区,北品川６丁目,-,東京都品川区北品川6-7-29ガーデンシティ品川御殿山1F,35.62404,139.73298,カンテサンス／Quintessence,"フランス料理, 現代風料理",3つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/quintessence-1193907
港区,西麻布４丁目,-,東京都港区西麻布4-11-14B1F,35.65825,139.72270,臼杵ふぐ 山田屋／Usukifugu Yamadaya,ふぐ,2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/usukifugu-yamadaya
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-1パレスホテル東京5F,35.68451,139.76132,中国飯店 琥珀宮／Chugoku Hanten Kohakukyu (Amber Palace),中国料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/chugoku-hanten-kohakukyu-amber-palace
港区,北青山２丁目,-,東京都港区北青山2-12-35,35.67029,139.71450,リストランテ ホンダ／Ristorante HONDA,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ristorante-honda
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-2-8B1F,35.66262,139.74452,おかもと／Okamoto,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/okamoto
港区,白金台４丁目,-,東京都港区白金台4-2-72F,35.63930,139.72818,シノワ／ShinoiS,中国料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shinois
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1マンダリンオリエンタル東京37F,35.68700,139.77316,シグネチャー／SIGNATURE,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/signature-1193960
港区,西麻布２丁目,-,東京都港区西麻布2-24-9,35.66091,139.72201,麻布 勇／AZABU yung,中国料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/azabu-yung
渋谷区,上原１丁目,-,東京都渋谷区上原1-34-102F,35.66941,139.68198,潮待ち／Shiomachi,居酒屋,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shiomachi
中央区,湊３丁目,-,東京都中央区湊3-5-10,35.66954,139.77808,旬恵庵 あら垣／Shunkeian Arakaki,天ぷら,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shunkeian-arakaki
中央区,銀座６丁目,-,東京都中央区銀座6-8-7交詢ビル4F,35.67006,139.76282,スリオラ／ZURRIOLA,"スペイン料理, 現代風料理",2つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/zurriola
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1マンダリンオリエンタル東京38F,35.68704,139.77323,ピッツァバー on 38th／The Pizza Bar on 38th,ピッツァ,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/the-pizza-bar-on-38th
江東区,亀戸１丁目,-,東京都江東区亀戸1-31-7,35.69471,139.82570,リンシエメ／L'INSIEME,ピッツァ,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/l-insieme
港区,六本木４丁目,六本木,東京都港区六本木4-2-35B1F,35.66473,139.73337,リューズ／Ryuzu,"フランス料理, 現代風料理",2つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ryuzu
中央区,銀座３丁目,-,東京都中央区銀座3-14-2,35.67056,139.77019,中華そば 銀座 八五／Chukasoba Ginza Hachigou,ラーメン,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/chukasoba-ginza-hachigo
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂5-7,35.70218,139.73885,波濤／Hato,寿司,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hato
港区,西麻布３丁目,-,東京都港区西麻布3-8-6,35.65473,139.72613,蕎麦 たじま／Soba Tajima,蕎麦,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/soba-tajima
